,AMETHYSTS
162,10001.0
163,9998.5
164,9998.0
165,9999.0
166,10000.0
167,10000.0
168,10000.0
169,10001.0
170,10000.0
171,10000.0
172,10000.0
173,10000.0
174,10001.5
175,10000.0
176,10000.0
177,10000.0
178,10000.0
179,10000.0
180,10002.0
181,10000.0
182,10001.0
183,10001.5
184,9999.0
185,10000.0
186,9999.0
187,10001.0
188,9999.0
189,10001.0
190,9999.0
191,9999.0
192,10000.0
193,10003.0
194,10003.0
195,10003.0
196,10003.0
197,10000.0
198,10000.0
199,10003.0
200,10000.0
201,10003.5
202,10003.0
203,10000.0
204,10000.0
205,10000.0
206,9996.5
207,10000.0
208,10000.0
209,9997.0
210,10000.0
211,10000.0
212,10000.0
213,9999.0
214,10000.0
215,9999.0
216,10000.0
217,10000.0
218,10003.0
219,10001.5
220,10001.5
221,10000.0
222,9999.0
223,10000.0
224,10000.0
225,10000.0
226,10000.0
227,9996.5
228,10003.0
229,10000.0
230,10003.0
231,9997.0
232,10000.0
233,10001.0
234,10000.0
235,10000.0
236,9999.0
237,10000.0
238,10000.0
239,9996.5
240,10000.0
241,9999.0
242,10000.0
243,10003.5
244,10000.0
245,10001.0
246,10000.0
247,10000.0
248,10000.0
249,9999.0
250,10001.0
251,10003.5
252,10000.0
253,10000.0
254,10000.0
255,9999.0
256,10000.0
257,10003.0
258,10002.0
259,9999.0
260,10000.0
261,10000.0
262,10003.5
263,10001.5
264,10000.0
265,10001.0
266,10000.0
267,10002.0
268,10000.0
269,10000.0
270,10003.5
271,10000.0
272,10000.0
273,10001.5
274,9999.0
275,10003.0
276,10000.0
277,9996.5
278,10000.0
279,10003.0
280,10000.0
281,9999.0
282,10000.0
283,9996.5
284,10000.0
285,10000.0
286,9997.0
287,10001.0
288,10000.0
289,10001.5
290,10000.0
291,9999.0
292,9998.5
293,10003.5
294,10000.0
295,9997.0
296,10000.0
297,10000.0
298,10000.0
299,10000.0
300,10000.0
301,10001.0
302,10000.0
303,9999.0
304,10000.0
305,9998.5
306,9999.0
307,10000.0
308,10001.0
309,10001.5
310,9997.0
311,10000.0
312,10000.0
313,9997.0
314,10003.0
315,9997.0
316,10003.0
317,10000.0
318,10003.0
319,10000.0
320,9998.5
321,9999.0
322,10000.0
323,10000.0
324,10000.0
325,10003.0
326,9999.0
327,10000.0
328,9998.0
329,9999.0
330,9998.5
331,9998.5
332,10001.0
333,10000.0
334,9999.0
335,9999.0
336,10000.0
337,10001.0
338,10000.0
339,10001.5
340,10001.5
341,10003.5
342,10001.0
343,10003.0
344,10003.0
345,9999.0
346,9998.5
347,10000.0
348,10000.0
349,10000.0
350,10001.5
351,10001.0
352,9998.5
353,10000.0
354,9998.5
355,10000.0
356,10003.5
357,10000.0
358,10000.0
359,9999.0
360,10000.0
361,10000.0
362,10001.0
363,10000.0
364,9999.0
365,10000.0
366,10000.0
367,10000.0
368,10002.0
369,10000.0
370,10001.0
371,10000.0
372,10000.0
373,10000.0
374,10003.5
375,10001.0
376,9997.0
377,10000.0
378,10001.0
379,10000.0
380,10001.5
381,10000.0
382,10000.0
383,10003.0
384,10000.0
385,10003.5
386,10000.0
387,10002.0
388,10002.0
389,9998.5
390,10000.0
391,9998.5
392,10000.0
393,10000.0
394,10000.0
395,10000.0
396,10000.0
397,10000.0
398,9996.5
399,10000.0
400,10000.0
401,10000.0
402,10000.0
403,10001.5
404,10000.0
405,10000.0
406,10000.0
407,10000.0
408,10000.0
409,10000.0
410,10000.0
411,10000.0
412,10002.5
413,10000.0
414,10000.0
415,9998.0
416,10000.0
417,10003.0
418,10001.0
419,9997.5
420,10000.0
421,9999.0
422,10001.0
423,9998.5
424,10000.0
425,9999.0
426,9998.5
427,10000.0
428,9997.0
429,9999.0
430,10000.0
431,10000.0
432,10000.0
433,10000.0
434,10003.5
435,10000.0
436,9999.0
437,10001.0
438,10003.0
439,10001.0
440,9997.0
441,10000.0
442,10000.0
443,10001.0
444,10001.0
445,10000.0
446,10000.0
447,10001.0
448,10000.0
449,10000.0
450,10003.0
451,10000.0
452,10000.0
453,10000.0
454,10000.0
455,10000.0
456,9996.5
457,10000.0
458,10000.0
459,9999.0
460,10000.0
461,10000.0
462,10002.5
463,9998.5
464,10000.0
465,10000.0
466,10000.0
467,10001.5
468,9998.0
469,10000.0
470,10000.0
471,9999.0
472,10001.0
473,10000.0
474,9999.0
475,10000.0
476,10000.0
477,9999.0
478,10000.0
479,10000.0
480,9996.5
481,10000.0
482,10001.0
483,10000.0
484,10000.0
485,10000.0
486,10001.0
487,10000.0
488,10001.0
489,10000.0
490,10000.0
491,9997.0
492,10001.5
493,10001.5
494,10003.5
495,10000.0
496,9999.0
497,10000.0
498,10000.0
499,10000.0
500,10000.0
501,10000.0
502,10000.0
503,10002.0
504,10000.0
505,10001.0
506,10000.0
507,10000.0
508,10001.5
509,9999.0
510,9997.0
511,9997.0
512,10001.0
513,10000.0
514,9997.0
515,10000.0
516,9999.0
517,10001.0
518,10000.0
519,10003.0
520,9997.0
521,10000.0
522,9997.0
523,10002.0
524,10000.0
525,10000.0
526,10000.0
527,10003.0
528,10000.0
529,10000.0
530,10001.0
531,10000.0
532,10003.0
533,9997.0
534,10000.0
535,9998.5
536,10001.0
537,10000.0
538,9998.0
539,9999.0
540,10001.0
541,10001.0
542,9997.0
543,9997.0
544,10000.0
545,9997.0
546,10000.0
547,10000.0
548,9999.0
549,9999.0
550,9999.0
551,10000.0
552,10000.0
553,10000.0
554,10000.0
555,10000.0
556,10000.0
557,10000.0
558,10000.0
559,10000.0
560,10000.0
561,10000.0
562,10000.0
563,9999.0
564,10000.0
565,10001.0
566,10000.0
567,10003.0
568,10001.0
569,10000.0
570,10000.0
571,10003.5
572,10003.5
573,10003.5
574,9999.0
575,10000.0
576,10000.0
577,10003.0
578,10000.0
579,10000.0
580,10002.0
581,10001.0
582,10001.0
583,10000.0
584,10000.0
585,10001.0
586,9996.5
587,10000.0
588,9999.0
589,10000.0
590,10000.0
591,10000.0
592,10000.0
593,9997.0
594,10003.0
595,10000.0
596,10001.0
597,10003.0
598,9998.0
599,10000.0
600,10000.0
601,9997.0
602,10000.0
603,10000.0
604,10000.0
605,9997.0
606,10000.0
607,10000.0
608,9999.0
609,10000.0
610,10000.0
611,10003.5
612,9999.0
613,10000.0
614,10003.5
615,10000.0
616,9996.5
617,10000.0
618,10001.0
619,10000.0
620,10000.0
621,10000.0
622,10000.0
623,10000.0
624,10000.0
625,9999.0
626,9999.0
627,10000.0
628,10000.0
629,9999.0
630,9998.0
631,10000.0
632,10001.0
633,9996.5
634,9999.0
635,9996.5
636,10000.0
637,9997.0
638,10000.0
639,10003.0
640,10001.0
641,10001.0
642,10000.0
643,10001.0
644,9996.5
645,10000.0
646,10003.0
647,10001.0
648,10003.0
649,10003.5
650,10000.0
651,9998.5
652,10000.0
653,10002.0
654,10003.5
655,9997.0
656,10000.0
657,10000.0
658,10000.0
659,9996.5
660,10001.0
661,10000.0
662,10000.0
663,10001.0
664,9998.5
665,10001.5
666,10001.0
667,9996.5
668,9997.0
669,9998.0
670,10000.0
671,9998.5
672,9999.0
673,10000.0
674,10000.0
675,9999.0
676,10000.0
677,10000.0
678,10000.0
679,10001.0
680,10003.5
681,9999.0
682,10001.5
683,10000.0
684,10000.0
685,10003.0
686,10000.0
687,10000.0
688,9999.0
689,10003.5
690,10000.0
691,10000.0
692,10000.0
693,10000.0
694,10001.0
695,9998.5
696,10000.0
697,10000.0
698,10000.0
699,10001.5
700,10001.0
701,9999.0
702,9999.0
703,10000.0
704,9999.0
705,10000.0
706,10000.0
707,10000.0
708,10000.0
709,10000.0
710,9997.0
711,10001.5
712,10002.0
713,10000.0
714,9998.5
715,10001.5
716,10000.0
717,10000.0
718,10001.0
719,10000.0
720,10003.5
721,10001.0
722,9998.5
723,10000.0
724,9999.0
725,10000.0
726,10000.0
727,10000.0
728,10000.0
729,9997.0
730,10000.0
731,10000.0
732,10001.0
733,10000.0
734,10001.0
735,10000.0
736,10000.0
737,10000.0
738,10002.5
739,10000.0
740,10000.0
741,10003.0
742,9999.0
743,10000.0
744,10002.0
745,10000.0
746,10000.0
747,9999.0
748,10000.0
749,10003.5
750,10000.0
751,10000.0
752,10000.0
753,9998.5
754,10000.0
755,10000.0
756,10002.0
757,10003.0
758,10001.0
759,10000.0
760,9999.0
761,9999.0
762,10001.5
763,9996.5
764,9998.0
765,10000.0
766,10001.0
767,10001.0
768,10000.0
769,10001.0
770,9998.5
771,10001.0
772,10000.0
773,10000.0
774,9999.0
775,10001.5
776,10002.0
777,10001.0
778,10000.0
779,10000.0
780,10003.0
781,10000.0
782,9996.5
783,10000.0
784,10001.0
785,10003.0
786,9998.5
787,10000.0
788,10000.0
789,10000.0
790,10000.0
791,10002.5
792,9999.0
793,10000.0
794,10003.5
795,10003.0
796,10000.0
797,10000.0
798,10000.0
799,10001.0
800,10003.5
801,9999.0
802,10000.0
803,10003.0
804,9997.5
805,9999.0
806,10001.0
807,10000.0
808,9998.5
809,10000.0
810,10000.0
811,9999.0
812,9999.0
813,9997.0
814,10003.0
815,10001.5
816,10001.5
817,9999.0
818,10001.0
819,9998.0
820,10000.0
821,10000.0
822,10000.0
823,10000.0
824,10000.0
825,10000.0
826,10001.0
827,10003.0
828,10000.0
829,9999.0
830,10000.0
831,10000.0
832,10000.0
833,10000.0
834,10000.0
835,9999.0
836,10000.0
837,10000.0
838,10000.0
839,10000.0
840,10000.0
841,10000.0
842,9999.0
843,10000.0
844,9999.0
845,9999.0
846,10000.0
847,10000.0
848,10000.0
849,10000.0
850,9996.5
851,9999.0
852,9999.0
853,9999.0
854,10001.0
855,10000.0
856,10000.0
857,10000.0
858,10001.0
859,10001.0
860,9999.0
861,10001.5
862,10000.0
863,9997.0
864,10000.0
865,10003.0
866,9998.5
867,10000.0
868,9998.5
869,9999.0
870,10000.0
871,10000.0
872,10001.5
873,9998.5
874,10000.0
875,9999.0
876,10000.0
877,9996.5
878,10000.0
879,10003.5
880,10000.0
881,10000.0
882,10000.0
883,10003.0
884,10000.0
885,10003.0
886,9996.5
887,10000.0
888,9999.0
889,9998.5
890,10000.0
891,10000.0
892,10000.0
893,10003.5
894,10000.0
895,10000.0
896,9998.5
897,10000.0
898,10000.0
899,10001.5
900,10000.0
901,10000.0
902,10003.5
903,10001.5
904,9996.5
905,10000.0
906,10001.5
907,9999.0
908,9998.0
909,10000.0
910,9997.0
911,10000.0
912,10000.0
913,10000.0
914,10003.5
915,9996.5
916,9999.0
917,10000.0
918,10000.0
919,10003.5
920,10000.0
921,10000.0
922,10000.0
923,9999.0
924,10000.0
925,10000.0
926,10003.0
927,10000.0
928,9996.5
929,10000.0
930,10003.0
931,9997.0
932,10000.0
933,10001.0
934,10000.0
935,9996.5
936,9998.5
937,9998.5
938,10000.0
939,9996.5
940,10000.0
941,9998.5
942,10000.0
943,10000.0
944,10000.0
945,9996.5
946,10000.0
947,10000.0
948,9999.0
949,10000.0
950,10000.0
951,10000.0
952,10000.0
953,10003.0
954,10000.0
955,9998.5
956,10002.0
957,10000.0
958,10000.0
959,9999.0
960,10001.5
961,10000.0
962,9999.0
963,10000.0
964,10003.0
965,10000.0
966,10001.0
967,9999.0
968,10000.0
969,10001.5
970,10000.0
971,10001.0
972,10000.0
973,10000.0
974,10001.0
975,10001.0
976,9997.0
977,9997.0
978,10000.0
979,10003.0
980,9997.0
981,10003.0
982,10000.0
983,9997.0
984,10000.0
985,10003.0
986,9998.5
987,9999.0
988,10000.0
989,10002.0
990,9997.0
991,10000.0
992,10002.0
993,9998.0
994,9999.0
995,10000.0
996,10003.5
997,10000.0
998,9998.0
999,10001.0
1000,10000.0
1001,9997.0
1002,10000.0
1003,10000.0
1004,10001.0
1005,10001.0
1006,10001.0
1007,10001.0
1008,9999.0
1009,10000.0
1010,10001.0
1011,10000.0
1012,10000.0
1013,9997.0
1014,10000.0
1015,9998.5
1016,10000.0
1017,10001.5
1018,9998.5
1019,10000.0
1020,10000.0
1021,10001.0
1022,10000.0
1023,10003.0
1024,9998.0
1025,10003.0
1026,10000.0
1027,9997.0
1028,10000.0
1029,9997.0
1030,10000.0
1031,10000.0
1032,10000.0
1033,10001.5
1034,10000.0
1035,10000.0
1036,10000.0
1037,10000.0
1038,9999.0
1039,10000.0
1040,9996.5
1041,10000.0
1042,9996.5
1043,9997.0
1044,9996.5
1045,10000.0
1046,10000.0
1047,9999.0
1048,9997.0
1049,9997.0
1050,10000.0
1051,10003.0
1052,10000.0
1053,9998.5
1054,10000.0
1055,9997.0
1056,10000.0
1057,10000.0
1058,9999.0
1059,9999.0
1060,10003.5
1061,10003.0
1062,9998.5
1063,10000.0
1064,9997.0
1065,10003.0
1066,10000.0
1067,9999.0
1068,10000.0
1069,10000.0
1070,9998.5
1071,10000.0
1072,10000.0
1073,10000.0
1074,10000.0
1075,9999.0
1076,10000.0
1077,10003.0
1078,9999.0
1079,10001.0
1080,10001.0
1081,10000.0
1082,10000.0
1083,9997.0
1084,10000.0
1085,9998.0
1086,10003.0
1087,10000.0
1088,10000.0
1089,10000.0
1090,10000.0
1091,10003.0
1092,10000.0
1093,10000.0
1094,10000.0
1095,9999.0
1096,9999.0
1097,10001.0
1098,9999.0
1099,10000.0
1100,9999.0
1101,10000.0
1102,10000.0
1103,10000.0
1104,10003.5
1105,9999.0
1106,10000.0
1107,10000.0
1108,10000.0
1109,10000.0
1110,10001.0
1111,10001.5
1112,9998.0
1113,10000.0
1114,10000.0
1115,9998.5
1116,10000.0
1117,10000.0
1118,10000.0
1119,10000.0
1120,10001.0
1121,10000.0
1122,9998.5
1123,10001.0
1124,9999.0
1125,10003.0
1126,10000.0
1127,10000.0
1128,10002.0
1129,10000.0
1130,10001.0
1131,10000.0
1132,10003.5
1133,10000.0
1134,10000.0
1135,10000.0
1136,10000.0
1137,10000.0
1138,10000.0
1139,10000.0
1140,10000.0
1141,9997.0
1142,10000.0
1143,9998.5
1144,10003.0
1145,10000.0
1146,10000.0
1147,10000.0
1148,9997.0
1149,10000.0
1150,10000.0
1151,10000.0
1152,10000.0
1153,9999.0
1154,10000.0
1155,10000.0
1156,10001.5
1157,10001.0
1158,9997.0
1159,10000.0
1160,10001.0
1161,9999.0
1162,10000.0
1163,9997.0
1164,9997.0
1165,10000.0
1166,9999.0
1167,10001.0
1168,10000.0
1169,9999.0
1170,10001.0
1171,9999.0
1172,9999.0
1173,10000.0
1174,10000.0
1175,9998.5
1176,10001.5
1177,9998.5
1178,9998.0
1179,10001.0
1180,10000.0
1181,9999.0
1182,10002.5
1183,10000.0
1184,10000.0
1185,10001.0
1186,9999.0
1187,10000.0
1188,10000.0
1189,10000.0
1190,10003.0
1191,10000.0
1192,10000.0
1193,9999.0
1194,10000.0
1195,10001.0
1196,10000.0
1197,10000.0
1198,10001.0
1199,9998.5
1200,10001.0
1201,9999.0
1202,9998.5
1203,10000.0
1204,10000.0
1205,9997.0
1206,10000.0
1207,10000.0
1208,10002.0
1209,9997.0
1210,10000.0
1211,10000.0
1212,10000.0
1213,10000.0
1214,10000.0
1215,10000.0
1216,10000.0
1217,10000.0
1218,10003.0
1219,10000.0
1220,10000.0
1221,10001.0
1222,10000.0
1223,10001.0
1224,10000.0
1225,10001.0
1226,10000.0
1227,9999.0
1228,10000.0
1229,10000.0
1230,9997.0
1231,10000.0
1232,10001.0
1233,10000.0
1234,10000.0
1235,10001.5
1236,9998.5
1237,10000.0
1238,10000.0
1239,10000.0
1240,10000.0
1241,10001.5
1242,10002.0
1243,10000.0
1244,10003.5
1245,10000.0
1246,10003.0
1247,9996.5
1248,10001.0
1249,9998.5
1250,10000.0
1251,9997.0
1252,10000.0
1253,10003.5
1254,10000.0
1255,10000.0
1256,9997.0
1257,10000.0
1258,9999.0
1259,10001.0
1260,10000.0
1261,9999.0
1262,9999.0
1263,10000.0
1264,10000.0
1265,10001.0
1266,10000.0
1267,9999.0
1268,9999.0
1269,10000.0
1270,10000.0
1271,10000.0
1272,10003.0
1273,10000.0
1274,10003.0
1275,10000.0
1276,9998.0
1277,10000.0
1278,10003.0
1279,9999.0
1280,10000.0
1281,10000.0
1282,10000.0
1283,10000.0
1284,10001.0
1285,9999.0
1286,9999.0
1287,10000.0
1288,10000.0
1289,10000.0
1290,10001.0
1291,10000.0
1292,10000.0
1293,10000.0
1294,10000.0
1295,10001.0
1296,10000.0
1297,10000.0
1298,10000.0
1299,9996.5
1300,10000.0
1301,10003.0
1302,10001.0
1303,9996.5
1304,9997.5
1305,9997.0
1306,10000.0
1307,10001.0
1308,10000.0
1309,10000.0
1310,10000.0
1311,9998.0
1312,9996.5
1313,10001.0
1314,9997.0
1315,10000.0
1316,9996.5
1317,9999.0
1318,10000.0
1319,10001.0
1320,10000.0
1321,10001.0
1322,10001.0
1323,10002.5
1324,9998.5
1325,10000.0
1326,9997.0
1327,10000.0
1328,10003.0
1329,9998.5
1330,10000.0
1331,10000.0
1332,10000.0
1333,10000.0
1334,10000.0
1335,10000.0
1336,9996.5
1337,10000.0
1338,10000.0
1339,9999.0
1340,10000.0
1341,10000.0
1342,10000.0
1343,10000.0
1344,10001.0
1345,10001.5
1346,10000.0
1347,10000.0
1348,10000.0
1349,9999.0
1350,10003.5
1351,9998.5
1352,10000.0
1353,10000.0
1354,9998.5
1355,10000.0
1356,10000.0
1357,10001.5
1358,9998.5
1359,10000.0
1360,10000.0
1361,9999.0
1362,10001.5
1363,10000.0
1364,10000.0
1365,10000.0
1366,10000.0
1367,10000.0
1368,9997.0
1369,10000.0
1370,9997.0
1371,10000.0
1372,9997.5
1373,10000.0
1374,9999.0
1375,9998.5
1376,10001.5
1377,10001.0
1378,10000.0
1379,10001.0
1380,10000.0
1381,10001.0
1382,10003.0
1383,10000.0
1384,10000.0
1385,10000.0
1386,10000.0
1387,9996.5
1388,10000.0
1389,10001.0
1390,10000.0
1391,9997.0
1392,10000.0
1393,10000.0
1394,10000.0
1395,10003.5
1396,10000.0
1397,10000.0
1398,10000.0
1399,10000.0
1400,10003.0
1401,10000.0
1402,9999.0
1403,10000.0
1404,10000.0
1405,9999.0
1406,10000.0
1407,10001.5
1408,10000.0
1409,9998.5
1410,10000.0
1411,9997.0
1412,10001.0
1413,10000.0
1414,10000.0
1415,10000.0
1416,10002.0
1417,10000.0
1418,10000.0
1419,10000.0
1420,9999.0
1421,10000.0
1422,10000.0
1423,10000.0
1424,10000.0
1425,10000.0
1426,10000.0
1427,10000.0
1428,10000.0
1429,10001.5
1430,10000.0
1431,9998.5
1432,9996.5
1433,9996.5
1434,10000.0
1435,10000.0
1436,9998.0
1437,9998.5
1438,10001.0
1439,10000.0
1440,10000.0
1441,10003.0
1442,10000.0
1443,9999.0
1444,10001.5
1445,10000.0
1446,10001.5
1447,10001.0
1448,10000.0
1449,10003.5
1450,10003.0
1451,10000.0
1452,10000.0
1453,10001.0
1454,10000.0
1455,9999.0
1456,9999.0
1457,9998.5
1458,9996.5
1459,10001.0
1460,10001.0
1461,10000.0
1462,10000.0
1463,10000.0
1464,9999.0
1465,10000.0
1466,10000.0
1467,10000.0
1468,10000.0
1469,10000.0
1470,10001.5
1471,10000.0
1472,10000.0
1473,10000.0
1474,9998.5
1475,9999.0
1476,10003.5
1477,10000.0
1478,9997.0
1479,10000.0
1480,10002.5
1481,10000.0
1482,10000.0
1483,10000.0
1484,10002.5
1485,10001.5
1486,10000.0
1487,10000.0
1488,10001.0
1489,10003.0
1490,9997.0
1491,9996.5
1492,10003.0
1493,10003.0
1494,9998.0
1495,10000.0
1496,10000.0
1497,10000.0
1498,10001.0
1499,10000.0
1500,10000.0
1501,10000.0
1502,10001.0
1503,10000.0
1504,10000.0
1505,10000.0
1506,10000.0
1507,9996.5
1508,10000.0
1509,10001.5
1510,10000.0
1511,9996.5
1512,10000.0
1513,9999.0
1514,10003.0
1515,10000.0
1516,10002.0
1517,10000.0
1518,9999.0
1519,10000.0
1520,10000.0
1521,10000.0
1522,10000.0
1523,10003.0
1524,9997.0
1525,10000.0
1526,9999.0
1527,10002.0
1528,9999.0
1529,10000.0
1530,10003.0
1531,9996.5
1532,9998.5
1533,10000.0
1534,9997.5
1535,9999.0
1536,10000.0
1537,9997.0
1538,10000.0
1539,10001.5
1540,10000.0
1541,10001.5
1542,9996.5
1543,10001.0
1544,10003.0
1545,10001.0
1546,10003.0
1547,10000.0
1548,10000.0
1549,10002.0
1550,9997.0
1551,10001.0
1552,10003.0
1553,10000.0
1554,10000.0
1555,10000.0
1556,9997.0
1557,10003.0
1558,10001.0
1559,9999.0
1560,10000.0
1561,10000.0
1562,10000.0
1563,10000.0
1564,10002.0
1565,9999.0
1566,10000.0
1567,10000.0
1568,10000.0
1569,10001.0
1570,10000.0
1571,10000.0
1572,10001.0
1573,10000.0
1574,10003.0
1575,10001.5
1576,10000.0
1577,10000.0
1578,10000.0
1579,10001.5
1580,10003.5
1581,10000.0
1582,10001.0
1583,10003.5
1584,10000.0
1585,10003.0
1586,10003.0
1587,9999.0
1588,9997.0
1589,10000.0
1590,9999.0
1591,10000.0
1592,10001.5
1593,10000.0
1594,9998.5
1595,10003.0
1596,10000.0
1597,10001.5
1598,10000.0
1599,9999.0
1600,10000.0
1601,10000.0
1602,9999.0
1603,9998.5
1604,10000.0
1605,10000.0
1606,10002.0
1607,9998.0
1608,10000.0
1609,9999.0
1610,10001.5
1611,9999.0
1612,10000.0
1613,10000.0
1614,10000.0
1615,9999.0
1616,10001.0
1617,10003.0
1618,9999.0
1619,9997.0
1620,10000.0
1621,10000.0
1622,10003.0
1623,10003.0
1624,10000.0
1625,10000.0
1626,10000.0
1627,9997.0
1628,10000.0
1629,9999.0
1630,10000.0
1631,9999.0
1632,10000.0
1633,10000.0
1634,10002.5
1635,10000.0
1636,9997.5
1637,10001.0
1638,9999.0
1639,10003.0
1640,10001.0
1641,10000.0
1642,10000.0
1643,10003.0
1644,9999.0
1645,9998.5
1646,10001.0
1647,10000.0
1648,9997.0
1649,9997.0
1650,10003.5
1651,10000.0
1652,10000.0
1653,10000.0
1654,10000.0
1655,10000.0
1656,10003.0
1657,10000.0
1658,10000.0
1659,9998.5
1660,10002.5
1661,9998.5
1662,10000.0
1663,10003.5
1664,10003.0
1665,10000.0
1666,10000.0
1667,10003.0
1668,10003.0
1669,9997.0
1670,10000.0
1671,10001.0
1672,9999.0
1673,10000.0
1674,9999.0
1675,10000.0
1676,10000.0
1677,9999.0
1678,10000.0
1679,10000.0
1680,10000.0
1681,10003.0
1682,9998.5
1683,10001.5
1684,9999.0
1685,9997.0
1686,10001.5
1687,10001.5
1688,10000.0
1689,9997.0
1690,9999.0
1691,10000.0
1692,10000.0
1693,9998.0
1694,9998.5
1695,10001.0
1696,10000.0
1697,10001.0
1698,10000.0
1699,10000.0
1700,9999.0
1701,10000.0
1702,10003.0
1703,10000.0
1704,10000.0
1705,9998.5
1706,10000.0
1707,10000.0
1708,10001.0
1709,10000.0
1710,10001.5
1711,10000.0
1712,10000.0
1713,9998.5
1714,9997.0
1715,9997.0
1716,10000.0
1717,10000.0
1718,10000.0
1719,10000.0
1720,10000.0
1721,9996.5
1722,10003.0
1723,9999.0
1724,10000.0
1725,10000.0
1726,10003.0
1727,10000.0
1728,9999.0
1729,10000.0
1730,10000.0
1731,10000.0
1732,10001.5
1733,10000.0
1734,10001.0
1735,10003.0
1736,9999.0
1737,9997.0
1738,10001.0
1739,9998.5
1740,10000.0
1741,9997.0
1742,10000.0
1743,10000.0
1744,9997.5
1745,9999.0
1746,10001.0
1747,10000.0
1748,9998.5
1749,9999.0
1750,10001.5
1751,10000.0
1752,9997.0
1753,10000.0
1754,10000.0
1755,10000.0
1756,10000.0
1757,10000.0
1758,10000.0
1759,10000.0
1760,10000.0
1761,9998.5
1762,10000.0
1763,10003.5
1764,9998.5
1765,10000.0
1766,9999.0
1767,10000.0
1768,10000.0
1769,10000.0
1770,10000.0
1771,9996.5
1772,10000.0
1773,10000.0
1774,10000.0
1775,9998.5
1776,10000.0
1777,9998.5
1778,10001.5
1779,10001.0
1780,10000.0
1781,10002.5
1782,10000.0
1783,10000.0
1784,10000.0
1785,10000.0
1786,10000.0
1787,10000.0
1788,9998.5
1789,10000.0
1790,10000.0
1791,10000.0
1792,10000.0
1793,9998.5
1794,10000.0
1795,10000.0
1796,10003.0
1797,10001.5
1798,10000.0
1799,10001.0
1800,10000.0
1801,10001.0
1802,10000.0
1803,9999.0
1804,10003.0
1805,9999.0
1806,10000.0
1807,10003.0
1808,10000.0
1809,10001.0
1810,9998.5
1811,10000.0
1812,9997.0
1813,9999.0
1814,10000.0
1815,9998.5
1816,9997.0
1817,10001.5
1818,10000.0
1819,10000.0
1820,10001.5
1821,10000.0
1822,9999.0
1823,9997.0
1824,9998.5
1825,10003.0
1826,10000.0
1827,9997.0
1828,10000.0
1829,10003.5
1830,10001.0
1831,10003.5
1832,9998.5
1833,10003.0
1834,9999.0
1835,10001.0
1836,10000.0
1837,10000.0
1838,10000.0
1839,10003.0
1840,10000.0
1841,10001.0
1842,9998.5
1843,10000.0
1844,9999.0
1845,10000.0
1846,10000.0
1847,10000.0
1848,10002.0
1849,10000.0
1850,9998.5
1851,9999.0
1852,10003.0
1853,10000.0
1854,10001.0
1855,10000.0
1856,10000.0
1857,10000.0
1858,10000.0
1859,10000.0
1860,9998.5
1861,10000.0
1862,10000.0
1863,10000.0
1864,10000.0
1865,10000.0
1866,10000.0
1867,10000.0
1868,10000.0
1869,10003.0
1870,9999.0
1871,10001.0
