,AMETHYSTS
468,10000.0
469,10000.0
470,10000.0
471,9997.0
472,10003.0
473,10003.5
474,9998.5
475,9998.5
476,10000.0
477,9999.0
478,9999.0
479,10003.5
480,10000.0
481,9998.5
482,10001.5
483,9997.0
484,9998.5
485,9996.5
486,10000.0
487,10000.0
488,10000.0
489,10000.0
490,10000.0
491,10000.0
492,10000.0
493,10001.0
494,10000.0
495,10000.0
496,10000.0
497,10001.0
498,10000.0
499,10001.5
500,10000.0
501,10000.0
502,10000.0
503,9998.5
504,9999.0
505,10000.0
506,10003.0
507,10000.0
508,10003.0
509,10000.0
510,10000.0
511,10001.0
512,10000.0
513,10000.0
514,9998.5
515,10000.0
516,10001.0
517,10000.0
518,10000.0
519,10000.0
520,10001.5
521,10000.0
522,10000.0
523,10003.0
524,10001.0
525,9997.0
526,9999.0
527,10000.0
528,10000.0
529,10000.0
530,10003.0
531,10000.0
532,10000.0
533,10000.0
534,10001.0
535,9999.0
536,9996.5
537,10001.5
538,10003.5
539,10000.0
540,10001.0
541,10001.0
542,10000.0
543,10000.0
544,10000.0
545,10000.0
546,10003.5
547,10000.0
548,10001.5
549,9999.0
550,9999.0
551,10000.0
552,10000.0
553,9997.0
554,10001.0
555,9998.5
556,10000.0
557,10000.0
558,10001.0
559,10000.0
560,9999.0
561,10000.0
562,10000.0
563,10003.0
564,10000.0
565,10000.0
566,9999.0
567,9999.0
568,10003.0
569,10000.0
570,10000.0
571,10000.0
572,10003.0
573,9999.0
574,10000.0
575,10001.0
576,10000.0
577,10000.0
578,10001.0
579,9997.0
580,9997.0
581,10000.0
582,10000.0
583,10000.0
584,10000.0
585,9998.5
586,10003.5
587,10000.0
588,9998.5
589,10000.0
590,10000.0
591,10000.0
592,10001.0
593,10000.0
594,10000.0
595,10003.5
596,10000.0
597,10000.0
598,10000.0
599,9999.0
600,10001.5
601,10000.0
602,10000.0
603,10000.0
604,9997.0
605,10000.0
606,10000.0
607,10000.0
608,10003.0
609,10000.0
610,10000.0
611,10000.0
612,9999.0
613,10000.0
614,10000.0
615,10000.0
616,10000.0
617,10000.0
618,10000.0
619,9996.5
620,10000.0
621,10000.0
622,9998.5
623,10000.0
624,10000.0
625,10000.0
626,10000.0
627,10000.0
628,10000.0
629,9997.0
630,10000.0
631,10000.0
632,10000.0
633,10000.0
634,10000.0
635,10001.5
636,10000.0
637,9999.0
638,10000.0
639,10000.0
640,10001.5
641,9998.5
642,10000.0
643,10001.0
644,10001.0
645,10001.0
646,10000.0
647,10000.0
648,10000.0
649,10000.0
650,9996.5
651,10000.0
652,10001.5
653,9998.5
654,9998.0
655,10000.0
656,10001.5
657,10000.0
658,10001.5
659,10000.0
660,10001.0
661,9997.0
662,10003.5
663,10000.0
664,9996.5
665,10000.0
666,10000.0
667,10001.5
668,10000.0
669,10001.5
670,10000.0
671,10000.0
672,9999.0
673,9996.5
674,10001.0
675,10000.0
676,10000.0
677,10000.0
678,10001.5
679,10000.0
680,10000.0
681,10000.0
682,10000.0
683,10000.0
684,10000.0
685,9998.5
686,10000.0
687,10000.0
688,9996.5
689,10000.0
690,10000.0
691,10001.0
692,10000.0
693,9996.5
694,10003.0
695,10001.0
696,10000.0
697,10003.0
698,10000.0
699,10000.0
700,10000.0
701,10000.0
702,10000.0
703,9997.0
704,10000.0
705,9997.5
706,10000.0
707,10000.0
708,10003.5
709,10000.0
710,9999.0
711,10001.0
712,10003.0
713,9999.0
714,9999.0
715,10003.0
716,9997.0
717,10000.0
718,10003.0
719,10003.0
720,10000.0
721,10000.0
722,10000.0
723,9999.0
724,10003.0
725,10000.0
726,10000.0
727,10000.0
728,10000.0
729,10001.0
730,9999.0
731,9999.0
732,10000.0
733,10000.0
734,9996.5
735,10000.0
736,10000.0
737,10000.0
738,10000.0
739,10000.0
740,10003.0
741,10002.0
742,9999.0
743,9999.0
744,10000.0
745,10002.5
746,10003.5
747,10000.0
748,10001.0
749,10003.0
750,9996.5
751,10000.0
752,10001.0
753,10000.0
754,10000.0
755,10000.0
756,10003.0
757,10000.0
758,10001.0
759,9998.5
760,10001.0
761,9997.0
762,10000.0
763,10000.0
764,10001.5
765,10000.0
766,10000.0
767,10000.0
768,10000.0
769,10001.5
770,9999.0
771,10002.0
772,10000.0
773,10000.0
774,9998.5
775,10000.0
776,10000.0
777,10000.0
778,10000.0
779,10003.0
780,9996.5
781,10003.0
782,10001.5
783,10000.0
784,10000.0
785,10001.0
786,9998.5
787,9997.0
788,10003.5
789,10003.5
790,10001.5
791,10000.0
792,9997.0
793,10001.0
794,10001.0
795,10000.0
796,9998.5
797,10000.0
798,10003.5
799,10001.0
800,10000.0
801,10000.0
802,10000.0
803,10000.0
804,10000.0
805,9998.0
806,9999.0
807,10000.0
808,9999.0
809,9998.5
810,10000.0
811,10000.0
812,10000.0
813,10000.0
814,10000.0
815,10000.0
816,10000.0
817,10000.0
818,10003.0
819,9997.0
820,10000.0
821,10000.0
822,10003.0
823,10000.0
824,10000.0
825,10000.0
826,9999.0
827,10001.0
828,9999.0
829,9996.5
830,10000.0
831,9997.0
832,10000.0
833,10000.0
834,9999.0
835,10000.0
836,10000.0
837,10000.0
838,10000.0
839,10000.0
840,9997.0
841,10000.0
842,10000.0
843,10001.0
844,10000.0
845,10001.0
846,9997.0
847,10000.0
848,10000.0
849,10000.0
850,9996.5
851,10000.0
852,10000.0
853,10000.0
854,10000.0
855,9999.0
856,10000.0
857,10003.0
858,9999.0
859,9997.0
860,10002.0
861,10003.0
862,10000.0
863,10001.5
864,10000.0
865,10001.0
866,10000.0
867,10002.5
868,10003.0
869,10000.0
870,10000.0
871,10000.0
872,10000.0
873,10000.0
874,10000.0
875,10000.0
876,10001.5
877,10000.0
878,10001.5
879,10000.0
880,10000.0
881,9997.0
882,10003.0
883,10001.0
884,9998.5
885,10003.5
886,9997.5
887,10001.5
888,10001.0
889,10000.0
890,10000.0
891,10001.0
892,9999.0
893,10001.0
894,10001.5
895,10000.0
896,10000.0
897,10000.0
898,10001.5
899,10000.0
900,10001.0
901,9999.0
902,9998.5
903,10001.0
904,9999.0
905,10001.5
906,10000.0
907,10003.0
908,10000.0
909,10000.0
910,10000.0
911,10000.0
912,9998.5
913,9998.5
914,10000.0
915,10001.5
916,10002.5
917,9997.0
918,10000.0
919,10001.0
920,10001.5
921,9996.5
922,10000.0
923,9997.0
924,10000.0
925,10000.0
926,10000.0
927,10003.0
928,10000.0
929,10001.0
930,10000.0
931,10000.0
932,9996.5
933,9998.5
934,9997.0
935,10002.0
936,10000.0
937,10003.0
938,9996.5
939,10000.0
940,10003.0
941,10000.0
942,9998.5
943,10003.0
944,10000.0
945,10000.0
946,10001.5
947,10003.0
948,10000.0
949,9996.5
950,10001.0
951,10000.0
952,10000.0
953,9998.5
954,9998.5
955,9999.0
956,10000.0
957,10003.0
958,10000.0
959,10001.0
960,10000.0
961,10000.0
962,9997.0
963,10000.0
964,10001.5
965,10001.0
966,9998.5
967,9999.0
968,10003.0
969,10000.0
970,10000.0
971,9998.5
972,9998.0
973,10001.0
974,10000.0
975,10000.0
976,9999.0
977,10000.0
978,9998.5
979,10000.0
980,10000.0
981,9997.0
982,10000.0
983,10000.0
984,10000.0
985,10000.0
986,10000.0
987,10000.0
988,10003.0
989,10001.5
990,10000.0
991,10000.0
992,10000.0
993,10000.0
994,10000.0
995,10000.0
996,10003.5
997,10000.0
998,10000.0
999,10003.5
1000,10000.0
1001,10003.5
1002,10001.0
1003,10001.0
1004,10000.0
1005,10000.0
1006,10000.0
1007,10003.0
1008,10000.0
1009,10001.5
1010,10001.5
1011,10001.0
1012,10000.0
1013,9997.0
1014,10000.0
1015,10002.0
1016,10000.0
1017,10001.5
1018,10000.0
1019,10000.0
1020,10003.0
1021,10001.0
1022,10000.0
1023,10000.0
1024,10000.0
1025,9999.0
1026,10001.0
1027,10000.0
1028,10000.0
1029,10000.0
1030,10000.0
1031,10000.0
1032,10001.5
1033,10000.0
1034,9999.0
1035,10000.0
1036,10000.0
1037,10000.0
1038,10001.5
1039,9999.0
1040,10000.0
1041,10000.0
1042,10000.0
1043,10000.0
1044,10000.0
1045,10000.0
1046,9999.0
1047,10003.0
1048,10000.0
1049,10000.0
1050,9998.5
1051,10000.0
1052,10001.0
1053,9999.0
1054,10003.5
1055,10001.5
1056,10001.5
1057,10001.0
1058,10003.0
1059,10000.0
1060,10000.0
1061,10000.0
1062,10000.0
1063,9997.0
1064,9999.0
1065,10000.0
1066,9996.5
1067,9997.0
1068,10003.0
1069,10000.0
1070,10000.0
1071,9996.5
1072,10001.0
1073,10000.0
1074,10000.0
1075,9998.5
1076,10001.0
1077,10000.0
1078,9999.0
1079,9999.0
1080,9997.0
1081,9996.5
1082,10000.0
1083,10000.0
1084,9999.0
1085,10000.0
1086,9997.0
1087,10000.0
1088,10000.0
1089,10000.0
1090,9998.5
1091,10000.0
1092,10001.0
1093,10000.0
1094,10000.0
1095,10000.0
1096,9997.0
1097,10000.0
1098,10003.0
1099,10003.5
1100,10000.0
1101,10000.0
1102,10000.0
1103,10000.0
1104,10000.0
1105,10000.0
1106,10003.5
1107,10001.0
1108,10000.0
1109,10000.0
1110,9997.0
1111,9997.0
1112,10000.0
1113,9997.0
1114,10000.0
1115,10000.0
1116,10000.0
1117,10000.0
1118,10000.0
1119,9999.0
1120,10000.0
1121,9997.0
1122,10001.0
1123,10000.0
1124,10001.0
1125,9999.0
1126,10000.0
1127,9999.0
1128,10000.0
1129,10001.0
1130,10003.0
1131,10001.0
1132,9999.0
1133,10000.0
1134,10000.0
1135,10000.0
1136,10000.0
1137,10000.0
1138,10003.0
1139,10000.0
1140,9997.0
1141,10000.0
1142,10000.0
1143,10000.0
1144,9998.5
1145,10000.0
1146,10003.0
1147,10000.0
1148,10000.0
1149,10000.0
1150,10001.0
1151,10000.0
1152,10000.0
1153,9996.5
1154,10000.0
1155,10000.0
1156,10001.0
1157,10000.0
1158,10001.0
1159,10000.0
1160,10000.0
1161,9999.0
1162,9998.5
1163,10000.0
1164,10000.0
1165,10000.0
1166,10000.0
1167,10003.0
1168,10003.5
1169,9999.0
1170,10000.0
1171,10000.0
1172,9999.0
1173,10001.0
1174,10000.0
1175,10000.0
1176,10000.0
1177,10000.0
1178,9999.0
1179,10000.0
1180,10000.0
1181,9999.0
1182,10000.0
1183,9999.0
1184,10000.0
1185,10000.0
1186,10000.0
1187,9999.0
1188,10000.0
1189,10000.0
1190,10000.0
1191,9999.0
1192,10001.0
1193,9996.5
1194,10000.0
1195,9999.0
1196,10000.0
1197,10001.0
1198,10002.5
1199,10003.0
1200,10003.0
1201,10000.0
1202,10003.0
1203,10000.0
1204,10000.0
1205,9999.0
1206,10001.5
1207,10000.0
1208,10000.0
1209,10001.5
1210,10000.0
1211,10001.0
1212,10000.0
1213,10000.0
1214,10003.5
1215,10000.0
1216,10000.0
1217,9999.0
1218,9999.0
1219,10000.0
1220,10000.0
1221,10000.0
1222,10001.0
1223,10000.0
1224,10000.0
1225,10000.0
1226,10001.0
1227,10000.0
1228,10000.0
1229,10000.0
1230,10001.5
1231,9999.0
1232,10000.0
1233,10000.0
1234,10000.0
1235,10000.0
1236,10000.0
1237,10003.0
1238,9997.0
1239,10000.0
1240,10000.0
1241,10000.0
1242,10000.0
1243,10000.0
1244,10000.0
1245,9997.0
1246,9998.5
1247,9997.0
1248,10001.0
1249,10000.0
1250,10000.0
1251,10000.0
1252,10003.0
1253,10000.0
1254,10001.5
1255,10001.0
1256,10000.0
1257,9997.0
1258,9997.0
1259,9998.0
1260,10000.0
1261,10003.0
1262,10003.5
1263,10000.0
1264,10000.0
1265,10001.0
1266,9999.0
1267,10003.5
1268,10000.0
1269,10000.0
1270,10000.0
1271,10000.0
1272,10000.0
1273,10000.0
1274,10001.5
1275,9997.0
1276,9998.5
1277,10001.5
1278,10000.0
1279,10000.0
1280,10000.0
1281,10001.0
1282,10003.0
1283,10000.0
1284,9999.0
1285,10001.0
1286,10000.0
1287,10000.0
1288,10000.0
1289,10003.5
1290,10000.0
1291,9999.0
1292,10001.5
1293,10000.0
1294,9999.0
1295,10000.0
1296,10001.0
1297,9998.0
1298,10000.0
1299,10000.0
1300,10000.0
1301,9997.0
1302,10000.0
1303,10003.0
1304,10000.0
1305,10000.0
1306,10000.0
1307,10000.0
1308,10001.5
1309,10000.0
1310,10000.0
1311,10000.0
1312,10001.5
1313,10000.0
1314,9996.5
1315,10000.0
1316,10003.5
1317,10001.0
1318,9999.0
1319,10000.0
1320,10001.0
1321,10001.5
1322,9999.0
1323,10003.5
1324,10000.0
1325,10001.0
1326,10000.0
1327,10000.0
1328,10000.0
1329,9997.0
1330,10000.0
1331,10003.0
1332,10000.0
1333,10000.0
1334,10001.0
1335,10000.0
1336,10000.0
1337,10000.0
1338,9999.0
1339,10001.0
1340,9997.5
1341,10001.0
1342,10003.5
1343,10003.0
1344,10001.0
1345,10000.0
1346,10002.0
1347,10003.0
1348,9999.0
1349,9997.0
1350,10000.0
1351,10000.0
1352,10001.0
1353,10000.0
1354,10000.0
1355,10000.0
1356,10003.5
1357,10000.0
1358,9997.5
1359,10000.0
1360,9997.0
1361,9998.5
1362,10001.0
1363,10003.0
1364,10000.0
1365,10000.0
1366,10001.5
1367,10000.0
1368,10003.0
1369,10000.0
1370,10000.0
1371,9998.5
1372,10000.0
1373,10000.0
1374,9999.0
1375,9997.0
1376,10000.0
1377,9997.0
1378,10000.0
1379,10000.0
1380,10000.0
1381,10000.0
1382,9997.0
1383,10000.0
1384,9997.0
1385,9999.0
1386,9999.0
1387,10001.0
1388,9999.0
1389,10000.0
1390,10000.0
1391,10000.0
1392,10001.0
1393,10000.0
1394,10003.0
1395,9999.0
1396,9996.5
1397,9999.0
1398,10001.0
1399,10000.0
1400,10000.0
1401,10000.0
1402,10000.0
1403,10003.0
1404,10000.0
1405,10000.0
1406,9998.0
1407,10000.0
1408,10001.5
1409,10000.0
1410,10001.0
1411,10000.0
1412,9998.5
1413,10000.0
1414,9999.0
1415,10000.0
1416,9999.0
1417,10000.0
1418,10000.0
1419,10000.0
1420,10001.5
1421,10000.0
1422,10000.0
1423,10000.0
1424,10003.0
1425,10000.0
1426,10000.0
1427,10003.0
1428,10001.0
1429,9996.5
1430,9999.0
1431,10000.0
1432,10000.0
1433,10000.0
1434,9999.0
1435,10000.0
1436,10000.0
1437,10000.0
1438,9999.0
1439,10003.0
1440,10001.5
1441,10000.0
1442,9999.0
1443,10001.5
1444,10000.0
1445,10000.0
1446,10003.0
1447,10000.0
1448,9998.5
1449,10001.0
1450,10001.5
1451,10000.0
1452,10000.0
1453,9997.0
1454,10001.0
1455,10003.0
1456,9997.0
1457,10001.0
1458,10001.5
1459,10001.5
1460,10000.0
1461,10000.0
1462,10001.0
1463,10001.0
1464,10000.0
1465,10000.0
1466,10002.5
1467,10001.0
1468,10000.0
1469,10000.0
1470,9999.0
1471,10000.0
1472,10000.0
1473,10001.0
1474,10000.0
1475,10000.0
1476,10000.0
1477,10003.5
1478,9999.0
1479,10000.0
1480,9999.0
1481,10000.0
1482,10001.0
1483,10000.0
1484,10000.0
1485,10000.0
1486,10000.0
1487,10001.5
1488,9998.5
1489,10000.0
1490,10003.0
1491,10002.0
1492,10003.0
1493,10000.0
1494,10000.0
1495,10000.0
1496,9998.5
1497,10003.0
1498,10003.0
1499,10000.0
1500,10000.0
1501,10001.0
1502,9997.0
1503,10001.0
1504,9997.0
1505,10003.5
1506,10000.0
1507,10000.0
1508,9996.5
1509,10000.0
1510,10000.0
1511,10000.0
1512,10000.0
1513,10000.0
1514,10000.0
1515,9999.0
1516,10003.5
1517,10000.0
1518,10001.0
1519,10000.0
1520,9996.5
1521,10000.0
1522,9998.5
1523,10000.0
1524,10000.0
1525,9999.0
1526,10000.0
1527,10000.0
1528,10001.5
1529,10002.0
1530,9998.5
1531,10000.0
1532,10001.0
1533,10000.0
1534,10000.0
1535,9996.5
1536,10001.0
1537,10000.0
1538,10000.0
1539,10000.0
1540,10000.0
1541,10000.0
1542,10001.0
1543,10000.0
1544,10000.0
1545,9998.5
1546,10000.0
1547,10000.0
1548,10003.0
1549,9996.5
1550,10000.0
1551,10000.0
1552,10003.5
1553,10001.5
1554,10000.0
1555,9997.0
1556,10000.0
1557,10000.0
1558,9999.0
1559,10000.0
1560,10001.0
1561,10001.0
1562,10000.0
1563,10000.0
1564,10003.5
1565,9999.0
1566,10000.0
1567,10001.5
1568,10001.0
1569,10000.0
1570,10000.0
1571,9997.0
1572,9998.5
1573,9997.5
1574,10003.0
1575,10000.0
1576,10000.0
1577,9999.0
1578,9999.0
1579,9998.5
1580,10000.0
1581,10000.0
1582,10003.0
1583,9997.0
1584,9997.0
1585,10000.0
1586,10000.0
1587,10000.0
1588,10000.0
1589,10000.0
1590,9999.0
1591,10000.0
1592,9998.5
1593,10000.0
1594,10002.0
1595,10000.0
1596,10001.0
1597,9997.0
1598,9998.5
1599,9999.0
1600,10000.0
1601,10000.0
1602,10001.0
1603,9997.0
1604,9996.5
1605,10001.0
1606,10003.0
1607,10000.0
1608,10003.0
1609,10002.0
1610,9998.5
1611,9998.5
1612,10000.0
1613,10000.0
1614,10001.0
1615,10000.0
1616,9997.0
1617,10000.0
1618,10000.0
1619,10001.0
1620,10001.5
1621,10001.0
1622,9998.5
1623,10000.0
1624,9998.0
1625,10001.0
1626,9997.5
1627,10000.0
1628,10001.0
1629,10000.0
1630,10000.0
1631,9997.0
1632,9996.5
1633,10000.0
1634,10000.0
1635,10003.0
1636,10000.0
1637,10000.0
1638,9997.0
1639,10000.0
1640,9997.0
1641,9999.0
1642,10000.0
1643,10001.0
1644,10001.0
1645,10000.0
1646,9997.0
1647,10001.0
1648,10000.0
1649,9998.0
1650,9999.0
1651,10001.5
1652,9997.5
1653,10000.0
1654,10000.0
1655,10002.0
1656,9997.0
1657,9999.0
1658,9998.5
1659,9996.5
1660,10000.0
1661,9998.5
1662,9997.0
1663,10000.0
1664,10000.0
1665,10000.0
1666,10000.0
1667,10000.0
1668,10000.0
1669,10000.0
1670,10000.0
1671,9999.0
1672,9999.0
1673,9998.5
1674,9999.0
1675,10000.0
1676,10000.0
1677,9997.0
1678,9996.5
1679,9997.0
1680,10000.0
1681,9997.0
1682,10000.0
1683,9999.0
1684,9999.0
1685,10003.0
1686,10001.0
1687,10000.0
1688,10000.0
1689,10000.0
1690,10000.0
1691,10000.0
1692,10000.0
1693,10000.0
1694,10000.0
1695,10000.0
1696,10000.0
1697,10001.0
1698,10000.0
1699,10000.0
1700,10000.0
1701,9999.0
1702,9998.5
1703,10001.0
1704,10003.0
1705,10000.0
1706,10000.0
1707,10001.0
1708,10000.0
1709,9999.0
1710,10000.0
1711,10003.0
1712,10000.0
1713,10000.0
1714,10003.0
1715,10003.0
1716,9997.0
1717,10000.0
1718,10000.0
1719,10003.0
1720,10000.0
1721,10003.0
1722,10000.0
1723,10000.0
1724,10000.0
1725,10000.0
1726,10000.0
1727,9997.0
1728,10000.0
1729,10000.0
1730,10000.0
1731,10000.0
1732,10000.0
1733,10000.0
1734,9999.0
1735,9997.0
1736,10001.0
1737,10000.0
1738,9999.0
1739,10001.5
1740,10001.0
1741,10000.0
1742,10000.0
1743,9998.5
1744,10000.0
1745,10000.0
1746,10000.0
1747,10000.0
1748,10000.0
1749,10001.0
1750,10000.0
1751,10001.0
1752,10000.0
1753,10000.0
1754,10000.0
1755,10000.0
1756,10000.0
1757,10000.0
1758,10000.0
1759,9999.0
1760,10003.5
1761,10000.0
1762,10001.0
1763,9999.0
1764,9998.5
1765,10000.0
1766,10000.0
1767,10000.0
1768,10000.0
1769,9999.0
1770,9999.0
1771,10001.5
1772,10000.0
1773,10000.0
1774,10000.0
1775,10000.0
1776,9997.0
1777,10000.0
1778,10000.0
1779,9997.0
1780,10001.0
1781,10001.0
1782,10000.0
1783,10001.0
1784,10000.0
1785,9998.5
1786,10000.0
1787,10000.0
1788,10000.0
1789,10000.0
1790,10001.0
1791,10000.0
1792,10000.0
1793,10001.0
1794,10000.0
1795,10000.0
1796,10001.0
1797,10000.0
1798,9998.5
1799,10000.0
1800,9999.0
1801,9996.5
1802,10000.0
1803,9996.5
1804,10000.0
1805,9997.5
1806,10000.0
1807,10000.0
1808,9999.0
1809,10001.0
1810,10000.0
1811,10000.0
1812,10001.0
1813,9998.5
1814,9999.0
1815,10001.5
1816,10000.0
1817,10001.5
1818,10000.0
1819,10003.5
1820,10003.0
1821,10000.0
1822,10000.0
1823,10000.0
1824,9999.0
1825,10003.5
1826,9999.0
1827,10001.5
1828,9998.5
1829,10000.0
1830,10000.0
1831,10001.0
1832,10000.0
1833,10000.0
1834,10000.0
1835,9999.0
1836,10000.0
1837,10000.0
1838,10000.0
1839,10000.0
1840,10000.0
1841,9998.5
1842,10000.0
1843,10001.0
1844,10000.0
1845,10000.0
1846,10000.0
1847,10000.0
1848,10003.5
1849,10003.0
1850,9999.0
1851,10000.0
1852,10003.5
1853,10000.0
1854,10000.0
1855,9996.5
1856,10001.5
1857,10000.0
1858,10001.5
1859,9998.5
1860,10003.0
1861,9999.0
1862,10000.0
1863,10000.0
1864,9996.5
1865,10000.0
1866,10001.0
1867,10000.0
1868,9998.5
1869,10000.0
1870,9999.0
1871,10000.0
