,STARFRUIT
310,5041.5
311,5041.5
312,5041.0
313,5040.5
314,5042.0
315,5040.5
316,5042.5
317,5041.5
318,5041.5
319,5041.5
320,5039.5
321,5040.0
322,5043.5
323,5041.0
324,5037.5
325,5042.5
326,5039.5
327,5041.0
328,5038.5
329,5040.0
330,5040.0
331,5039.5
332,5042.0
333,5041.5
334,5039.5
335,5039.5
336,5040.5
337,5040.0
338,5039.5
339,5039.0
340,5039.0
341,5039.0
342,5040.0
343,5039.5
344,5036.5
345,5039.5
346,5039.5
347,5039.5
348,5041.0
349,5040.5
350,5041.0
351,5041.0
352,5039.5
353,5040.5
354,5039.5
355,5040.5
356,5040.5
357,5040.5
358,5040.0
359,5038.5
360,5039.5
361,5039.5
362,5039.0
363,5035.5
364,5038.0
365,5038.5
366,5038.5
367,5038.5
368,5041.0
369,5038.5
370,5039.0
371,5041.5
372,5039.5
373,5040.5
374,5041.0
375,5043.5
376,5040.5
377,5042.5
378,5040.5
379,5038.5
380,5042.0
381,5041.5
382,5041.5
383,5042.5
384,5042.5
385,5044.5
386,5041.5
387,5043.0
388,5043.5
389,5040.5
390,5042.0
391,5040.5
392,5044.5
393,5041.5
394,5041.0
395,5041.5
396,5041.5
397,5041.5
398,5041.0
399,5041.5
400,5040.5
401,5040.5
402,5040.5
403,5038.0
404,5040.0
405,5040.5
406,5041.0
407,5041.5
408,5041.5
409,5042.5
410,5042.5
411,5041.5
412,5044.0
413,5039.5
414,5042.5
415,5039.0
416,5041.5
417,5041.5
418,5041.5
419,5038.5
420,5041.0
421,5040.5
422,5042.0
423,5043.0
424,5044.0
425,5040.5
426,5040.5
427,5041.0
428,5041.5
429,5040.5
430,5041.5
431,5041.5
432,5039.5
433,5040.5
434,5040.0
435,5039.5
436,5038.5
437,5040.0
438,5039.5
439,5040.0
440,5039.5
441,5039.0
442,5039.5
443,5039.5
444,5040.0
445,5039.5
446,5040.5
447,5041.0
448,5040.0
449,5042.0
450,5039.5
451,5040.0
452,5040.0
453,5040.5
454,5040.5
455,5039.5
456,5039.0
457,5039.5
458,5040.5
459,5040.0
460,5040.5
461,5041.0
462,5044.0
463,5041.0
464,5044.0
465,5041.5
466,5042.0
467,5042.0
468,5039.5
469,5044.5
470,5042.5
471,5041.5
472,5044.5
473,5042.5
474,5040.5
475,5040.5
476,5040.5
477,5039.5
478,5041.5
479,5040.5
480,5040.5
481,5040.5
482,5041.0
483,5043.5
484,5043.5
485,5040.5
486,5040.0
487,5039.5
488,5040.0
489,5039.5
490,5038.5
491,5038.5
492,5038.0
493,5040.5
494,5041.0
495,5038.5
496,5037.5
497,5039.0
498,5039.5
499,5040.5
500,5040.5
501,5042.5
502,5039.5
503,5042.0
504,5039.5
505,5040.0
506,5042.0
507,5039.5
508,5040.0
509,5039.0
510,5039.5
511,5039.5
512,5041.0
513,5041.0
514,5040.5
515,5040.5
516,5040.0
517,5041.0
518,5040.5
519,5039.5
520,5037.5
521,5040.5
522,5039.5
523,5037.5
524,5042.0
525,5040.0
526,5040.0
527,5040.5
528,5040.5
529,5039.5
530,5039.0
531,5039.0
532,5039.5
533,5038.5
534,5040.5
535,5039.5
536,5041.0
537,5040.5
538,5037.5
539,5039.5
540,5041.0
541,5041.0
542,5040.0
543,5040.5
544,5041.0
545,5041.5
546,5041.5
547,5041.0
548,5041.0
549,5040.5
550,5039.5
551,5042.0
552,5041.5
553,5042.0
554,5042.0
555,5041.5
556,5042.0
557,5041.5
558,5041.5
559,5041.5
560,5041.5
561,5041.0
562,5041.0
563,5040.5
564,5041.5
565,5042.0
566,5041.0
567,5037.5
568,5041.0
569,5040.5
570,5040.5
571,5041.0
572,5040.5
573,5041.5
574,5040.5
575,5041.0
576,5040.5
577,5040.5
578,5040.5
579,5040.0
580,5042.5
581,5041.0
582,5040.5
583,5040.0
584,5038.5
585,5041.0
586,5040.5
587,5043.5
588,5040.0
589,5040.5
590,5041.0
591,5040.5
592,5042.0
593,5041.5
594,5039.5
595,5040.0
596,5041.0
597,5040.5
598,5039.0
599,5041.0
600,5040.5
601,5037.5
602,5042.0
603,5040.5
604,5041.5
605,5040.0
606,5040.5
607,5040.5
608,5039.5
609,5041.0
610,5037.5
611,5040.5
612,5039.5
613,5040.0
614,5040.5
615,5040.5
616,5039.5
617,5043.5
618,5041.0
619,5041.0
620,5040.5
621,5040.0
622,5037.5
623,5041.0
624,5040.5
625,5040.0
626,5040.0
627,5040.5
628,5040.5
629,5039.5
630,5038.0
631,5040.5
632,5042.0
633,5041.5
634,5040.5
635,5040.5
636,5040.5
637,5040.5
638,5039.0
639,5040.0
640,5039.0
641,5040.0
642,5039.5
643,5039.0
644,5035.5
645,5037.5
646,5038.5
647,5039.0
648,5039.0
649,5039.0
650,5039.5
651,5038.0
652,5039.5
653,5041.5
654,5038.5
655,5038.5
656,5038.5
657,5039.0
658,5039.5
659,5040.0
660,5040.0
661,5040.5
662,5040.5
663,5041.0
664,5039.0
665,5040.5
666,5041.0
667,5040.5
668,5041.0
669,5037.5
670,5039.0
671,5036.5
672,5038.5
673,5040.0
674,5040.5
675,5040.0
676,5041.0
677,5040.5
678,5040.5
679,5042.0
680,5039.5
681,5038.5
682,5039.0
683,5038.0
684,5037.5
685,5038.0
686,5038.0
687,5038.0
688,5037.0
689,5038.5
690,5038.0
691,5038.5
692,5035.5
693,5038.0
694,5037.5
695,5035.5
696,5036.5
697,5036.5
698,5037.0
699,5038.0
700,5037.0
701,5035.5
702,5034.5
703,5036.5
704,5036.5
705,5037.5
706,5039.5
707,5036.5
708,5036.5
709,5036.5
710,5039.5
711,5038.0
712,5040.0
713,5038.0
714,5037.5
715,5039.0
716,5038.5
717,5038.5
718,5039.0
719,5039.5
720,5039.5
721,5039.0
722,5037.5
723,5039.0
724,5038.5
725,5040.0
726,5040.0
727,5039.5
728,5039.5
729,5039.5
730,5040.0
731,5040.0
732,5041.0
733,5040.5
734,5041.5
735,5041.5
736,5041.5
737,5044.0
738,5044.0
739,5042.0
740,5041.5
741,5041.5
742,5040.5
743,5044.5
744,5044.5
745,5042.5
746,5042.5
747,5041.5
748,5042.0
749,5042.0
750,5042.0
751,5043.0
752,5042.5
753,5042.5
754,5042.5
755,5042.5
756,5044.5
757,5042.5
758,5043.0
759,5042.0
760,5042.0
761,5040.5
762,5041.0
763,5039.5
764,5037.5
765,5041.0
766,5044.0
767,5042.5
768,5042.5
769,5043.5
770,5042.5
771,5044.0
772,5043.5
773,5043.5
774,5041.5
775,5044.0
776,5046.0
777,5045.0
778,5044.5
779,5045.0
780,5046.0
781,5045.5
782,5046.0
783,5045.5
784,5046.0
785,5046.5
786,5045.0
787,5045.5
788,5048.0
789,5045.0
790,5045.5
791,5048.0
792,5045.0
793,5046.0
794,5045.5
795,5046.0
796,5047.5
797,5047.0
798,5050.5
799,5048.0
800,5048.5
801,5047.5
802,5048.0
803,5048.5
804,5046.5
805,5048.5
806,5050.0
807,5049.0
808,5047.5
809,5048.0
810,5048.5
811,5047.5
812,5046.5
813,5046.5
814,5047.5
815,5047.0
816,5047.5
817,5046.5
818,5050.0
819,5045.5
820,5047.5
821,5048.5
822,5048.5
823,5047.5
824,5048.5
825,5051.0
826,5049.0
827,5049.0
828,5049.5
829,5048.5
830,5049.0
831,5048.5
832,5049.5
833,5048.5
834,5045.5
835,5048.5
836,5048.5
837,5049.5
838,5050.0
839,5049.5
840,5049.5
841,5051.5
842,5048.5
843,5049.0
844,5048.5
845,5048.5
846,5049.5
847,5049.5
848,5052.0
849,5050.0
850,5050.5
851,5049.5
852,5049.0
853,5048.5
854,5053.0
855,5050.0
856,5050.5
857,5050.5
858,5051.0
859,5050.0
860,5049.5
861,5051.0
862,5050.5
863,5051.5
864,5052.0
865,5052.5
866,5050.5
867,5051.5
868,5050.5
869,5049.5
870,5049.5
871,5050.5
872,5053.0
873,5051.5
874,5052.5
875,5051.5
876,5052.0
877,5051.5
878,5052.5
879,5055.5
880,5053.0
881,5053.5
882,5053.5
883,5054.5
884,5056.0
885,5054.5
886,5053.5
887,5052.5
888,5050.5
889,5052.0
890,5053.5
891,5056.5
892,5055.5
893,5052.5
894,5052.5
895,5055.0
896,5051.5
897,5052.5
898,5054.0
899,5053.5
900,5054.0
901,5054.0
902,5053.5
903,5054.0
904,5053.5
905,5054.0
906,5055.0
907,5053.5
908,5052.5
909,5054.5
910,5055.0
911,5056.0
912,5054.0
913,5056.5
914,5057.5
915,5057.5
916,5053.5
917,5056.5
918,5057.0
919,5060.0
920,5057.5
921,5057.5
922,5057.5
923,5056.5
924,5060.5
925,5057.0
926,5057.5
927,5056.5
928,5057.5
929,5058.0
930,5057.5
931,5057.5
932,5058.0
933,5058.0
934,5057.5
935,5057.5
936,5056.5
937,5058.0
938,5059.0
939,5059.5
940,5062.5
941,5058.5
942,5059.5
943,5059.5
944,5057.5
945,5060.5
946,5060.5
947,5060.5
948,5059.5
949,5059.0
950,5059.5
951,5059.5
952,5059.5
953,5059.0
954,5059.5
955,5059.0
956,5061.5
957,5059.0
958,5059.5
959,5058.5
960,5060.0
961,5059.5
962,5058.5
963,5062.0
964,5060.0
965,5059.5
966,5060.0
967,5057.5
968,5058.5
969,5061.0
970,5057.5
971,5058.5
972,5057.0
973,5056.5
974,5056.0
975,5056.0
976,5055.5
977,5054.5
978,5055.0
979,5055.5
980,5055.0
981,5055.5
982,5055.5
983,5055.5
984,5055.5
985,5055.5
986,5054.5
987,5054.5
988,5055.0
989,5056.5
990,5054.5
991,5053.5
992,5055.5
993,5050.0
994,5051.5
995,5053.0
996,5052.5
997,5053.5
998,5051.0
999,5054.0
1000,5053.5
1001,5053.5
1002,5052.5
1003,5053.5
1004,5053.0
1005,5053.0
1006,5054.5
1007,5052.0
1008,5050.5
1009,5051.5
1010,5051.0
1011,5054.0
1012,5050.5
1013,5050.5
1014,5049.5
1015,5049.0
1016,5050.0
1017,5049.0
1018,5048.5
1019,5045.5
1020,5049.5
1021,5047.0
1022,5048.5
1023,5045.5
1024,5046.5
1025,5049.5
1026,5050.5
1027,5050.5
1028,5050.5
1029,5052.5
1030,5049.5
1031,5047.5
1032,5048.5
1033,5049.0
1034,5048.5
1035,5048.5
1036,5048.5
1037,5048.5
1038,5047.5
1039,5048.5
1040,5048.5
1041,5048.5
1042,5048.0
1043,5047.5
1044,5047.5
1045,5049.5
1046,5049.5
1047,5048.5
1048,5049.5
1049,5048.5
1050,5050.5
1051,5050.5
1052,5050.5
1053,5050.5
1054,5052.0
1055,5051.0
1056,5051.5
1057,5053.0
1058,5049.5
1059,5050.5
1060,5053.5
1061,5051.0
1062,5049.5
1063,5050.5
1064,5050.0
1065,5050.0
1066,5049.5
1067,5048.5
1068,5049.0
1069,5049.5
1070,5046.5
1071,5049.5
1072,5049.5
1073,5049.0
1074,5049.5
1075,5048.5
1076,5050.5
1077,5049.5
1078,5048.5
1079,5051.5
1080,5050.0
1081,5048.5
1082,5048.5
1083,5045.5
1084,5048.5
1085,5045.5
1086,5049.5
1087,5048.5
1088,5051.5
1089,5048.5
1090,5049.0
1091,5047.5
1092,5051.0
1093,5048.5
1094,5045.5
1095,5047.5
1096,5047.5
1097,5048.5
1098,5046.5
1099,5048.5
1100,5047.5
1101,5050.5
1102,5047.5
1103,5047.5
1104,5046.5
1105,5046.5
1106,5047.5
1107,5047.0
1108,5047.5
1109,5047.5
1110,5050.0
1111,5047.5
1112,5043.5
1113,5045.5
1114,5045.5
1115,5045.0
1116,5046.0
1117,5046.5
1118,5046.0
1119,5047.0
1120,5046.0
1121,5046.5
1122,5045.5
1123,5047.0
1124,5044.5
1125,5046.0
1126,5045.5
1127,5046.0
1128,5048.0
1129,5045.0
1130,5045.0
1131,5044.5
1132,5045.0
1133,5045.0
1134,5045.5
1135,5048.5
1136,5045.5
1137,5045.0
1138,5045.0
1139,5045.5
1140,5045.5
1141,5048.5
1142,5045.5
1143,5044.0
1144,5045.0
1145,5045.0
1146,5045.0
1147,5044.5
1148,5044.5
1149,5044.0
1150,5044.0
1151,5046.5
1152,5044.5
1153,5043.5
1154,5044.0
1155,5044.5
1156,5045.0
1157,5045.0
1158,5044.5
1159,5043.5
1160,5045.0
1161,5043.5
1162,5043.5
1163,5043.5
1164,5044.0
1165,5047.0
1166,5041.5
1167,5045.0
1168,5043.5
1169,5040.5
1170,5044.0
1171,5042.5
1172,5043.0
1173,5040.5
1174,5045.5
1175,5042.5
1176,5044.0
1177,5043.5
1178,5041.5
1179,5045.0
1180,5047.5
1181,5043.5
1182,5046.0
1183,5040.5
1184,5043.5
1185,5044.0
1186,5043.0
1187,5044.0
1188,5044.5
1189,5044.5
1190,5045.0
1191,5044.5
1192,5045.0
1193,5043.5
1194,5045.0
1195,5046.0
1196,5044.5
1197,5045.0
1198,5046.0
1199,5045.0
1200,5045.5
1201,5047.5
1202,5044.5
1203,5045.5
1204,5046.5
1205,5046.5
1206,5047.5
1207,5047.0
1208,5049.0
1209,5043.5
1210,5046.5
1211,5046.5
1212,5047.5
1213,5044.5
1214,5047.5
1215,5048.5
1216,5051.0
1217,5050.5
1218,5047.5
1219,5048.0
1220,5048.5
1221,5049.0
1222,5049.5
1223,5050.0
1224,5050.5
1225,5051.0
1226,5054.0
1227,5050.5
1228,5051.5
1229,5051.5
1230,5050.5
1231,5052.0
1232,5050.0
1233,5050.0
1234,5050.0
1235,5050.0
1236,5048.5
1237,5049.0
1238,5049.0
1239,5045.5
1240,5048.5
1241,5049.0
1242,5051.0
1243,5052.0
1244,5049.5
1245,5049.5
1246,5049.5
1247,5049.0
1248,5051.0
1249,5050.0
1250,5051.5
1251,5055.0
1252,5055.5
1253,5053.5
1254,5053.5
1255,5053.5
1256,5053.5
1257,5053.5
1258,5052.5
1259,5054.0
1260,5052.5
1261,5051.5
1262,5051.5
1263,5053.0
1264,5053.0
1265,5053.0
1266,5053.0
1267,5051.5
1268,5051.5
1269,5051.5
1270,5052.5
1271,5052.5
1272,5051.5
1273,5052.5
1274,5052.0
1275,5052.0
1276,5049.5
1277,5051.5
1278,5048.5
1279,5049.5
1280,5050.5
1281,5048.5
1282,5050.5
1283,5050.5
1284,5051.5
1285,5049.5
1286,5049.5
1287,5050.5
1288,5050.5
1289,5050.5
1290,5051.0
1291,5051.5
1292,5048.5
1293,5051.5
1294,5052.5
1295,5052.5
1296,5052.0
1297,5050.0
1298,5051.5
1299,5052.5
1300,5052.5
1301,5055.5
1302,5053.0
1303,5052.5
1304,5054.0
1305,5052.5
1306,5052.5
1307,5053.0
1308,5052.5
1309,5052.5
1310,5052.5
1311,5050.5
1312,5052.5
1313,5054.0
1314,5052.5
1315,5052.5
1316,5054.5
1317,5052.5
1318,5053.5
1319,5054.0
1320,5053.0
1321,5053.0
1322,5052.5
1323,5054.5
1324,5051.5
1325,5056.0
1326,5053.5
1327,5053.5
1328,5054.0
1329,5052.5
1330,5053.5
1331,5054.0
1332,5057.0
1333,5057.0
1334,5056.0
1335,5054.5
1336,5051.5
1337,5054.5
1338,5053.5
1339,5053.0
1340,5053.5
1341,5054.5
1342,5053.5
1343,5053.5
1344,5054.0
1345,5056.5
1346,5055.0
1347,5054.5
1348,5055.5
1349,5054.5
1350,5055.5
1351,5054.5
1352,5055.5
1353,5056.0
1354,5055.0
1355,5055.5
1356,5055.5
1357,5057.0
1358,5055.0
1359,5056.5
1360,5057.0
1361,5056.5
1362,5058.0
1363,5057.0
1364,5059.5
1365,5056.5
1366,5056.5
1367,5056.0
1368,5055.5
1369,5055.5
1370,5055.5
1371,5056.0
1372,5053.0
1373,5056.0
1374,5054.5
1375,5055.5
1376,5056.0
1377,5056.0
1378,5055.0
1379,5056.0
1380,5055.5
1381,5056.0
1382,5058.5
1383,5056.5
1384,5056.5
1385,5056.5
1386,5055.5
1387,5058.0
1388,5056.0
1389,5056.0
1390,5056.0
1391,5058.0
1392,5056.5
1393,5059.5
1394,5059.5
1395,5057.0
1396,5056.5
1397,5056.5
1398,5056.0
1399,5056.5
1400,5057.0
1401,5057.0
1402,5055.5
1403,5056.5
1404,5056.5
1405,5055.5
1406,5056.0
1407,5056.5
1408,5055.5
1409,5054.5
1410,5054.5
1411,5054.5
1412,5055.0
1413,5057.0
1414,5055.5
1415,5055.5
1416,5058.0
1417,5055.5
1418,5055.5
1419,5055.5
1420,5055.5
1421,5059.5
1422,5057.5
1423,5057.0
1424,5057.5
1425,5057.5
1426,5060.0
1427,5057.0
1428,5056.5
1429,5057.5
1430,5058.0
1431,5056.5
1432,5057.5
1433,5057.5
1434,5057.0
1435,5057.0
1436,5053.5
1437,5054.5
1438,5056.0
1439,5056.5
1440,5055.5
1441,5057.5
1442,5055.0
1443,5054.5
1444,5056.0
1445,5055.5
1446,5055.5
1447,5055.0
1448,5054.5
1449,5054.5
1450,5055.0
1451,5054.5
1452,5052.5
1453,5056.0
1454,5055.0
1455,5053.5
1456,5053.5
1457,5052.5
1458,5053.0
1459,5055.0
1460,5054.5
1461,5053.5
1462,5053.5
1463,5053.5
1464,5051.5
1465,5054.0
1466,5053.5
1467,5053.5
1468,5053.5
1469,5054.0
1470,5057.0
1471,5054.5
1472,5057.5
1473,5054.0
1474,5053.5
1475,5053.5
1476,5054.0
1477,5054.5
1478,5054.0
1479,5053.5
1480,5055.5
1481,5050.5
1482,5057.0
1483,5057.5
1484,5056.0
1485,5054.0
1486,5053.5
1487,5056.5
1488,5053.5
1489,5056.0
1490,5053.5
1491,5054.5
1492,5055.0
1493,5055.5
1494,5053.0
1495,5053.5
1496,5056.5
1497,5057.5
1498,5057.0
1499,5056.5
1500,5057.5
1501,5056.5
1502,5057.0
1503,5056.0
1504,5055.0
1505,5055.5
1506,5055.5
1507,5055.5
1508,5055.5
1509,5056.0
1510,5055.5
1511,5054.0
1512,5055.0
1513,5053.5
1514,5055.0
1515,5054.5
1516,5057.0
1517,5051.5
1518,5054.0
1519,5055.0
1520,5056.0
1521,5057.5
1522,5055.0
1523,5054.5
1524,5055.0
1525,5053.5
1526,5053.5
1527,5056.0
1528,5052.5
1529,5054.0
1530,5054.0
1531,5053.5
1532,5052.5
1533,5054.0
1534,5051.5
1535,5050.5
1536,5054.5
1537,5054.5
1538,5054.5
1539,5055.0
1540,5057.5
1541,5055.5
1542,5055.0
1543,5055.0
1544,5054.5
1545,5055.0
1546,5054.5
1547,5054.5
1548,5054.5
1549,5056.0
1550,5053.5
1551,5054.0
1552,5054.0
1553,5052.5
1554,5052.0
1555,5051.5
1556,5051.5
1557,5052.0
1558,5052.0
1559,5052.0
1560,5053.5
1561,5054.5
1562,5053.5
1563,5053.5
1564,5055.0
1565,5052.0
1566,5052.5
1567,5052.0
1568,5055.0
1569,5052.0
1570,5053.0
1571,5051.5
1572,5052.0
1573,5052.0
1574,5052.0
1575,5053.0
1576,5055.0
1577,5051.5
1578,5051.5
1579,5052.0
1580,5051.5
1581,5051.0
1582,5051.5
1583,5050.5
1584,5050.5
1585,5054.0
1586,5051.5
1587,5049.5
1588,5049.5
1589,5050.5
1590,5049.5
1591,5051.0
1592,5052.0
1593,5048.5
1594,5050.5
1595,5054.0
1596,5051.5
1597,5052.0
1598,5052.0
1599,5050.5
1600,5053.0
1601,5053.0
1602,5051.0
1603,5050.5
1604,5051.5
1605,5050.5
1606,5052.5
1607,5047.5
1608,5050.0
1609,5048.0
1610,5049.0
1611,5047.5
1612,5049.5
1613,5049.5
1614,5051.5
1615,5047.5
1616,5049.0
1617,5048.0
1618,5046.5
1619,5046.5
1620,5047.5
1621,5048.0
1622,5048.5
1623,5048.5
1624,5049.0
1625,5048.5
1626,5048.5
1627,5048.5
1628,5048.5
1629,5047.5
1630,5046.5
1631,5047.5
1632,5049.0
1633,5049.0
1634,5050.5
1635,5048.5
1636,5046.0
1637,5048.0
1638,5046.5
1639,5049.0
1640,5050.0
1641,5051.0
1642,5048.5
1643,5047.0
1644,5046.5
1645,5046.5
1646,5048.0
1647,5046.5
1648,5046.5
1649,5046.5
1650,5046.5
1651,5047.5
1652,5047.0
1653,5049.5
1654,5048.0
1655,5048.5
1656,5046.5
1657,5050.5
1658,5048.0
1659,5047.5
1660,5050.0
1661,5046.5
1662,5047.5
1663,5047.5
1664,5048.5
1665,5048.5
1666,5048.5
1667,5048.5
1668,5048.5
1669,5047.5
1670,5048.5
1671,5049.0
1672,5048.0
1673,5049.5
1674,5049.5
1675,5050.5
1676,5050.5
1677,5049.5
1678,5050.5
1679,5050.5
1680,5050.5
1681,5050.5
1682,5049.5
1683,5050.0
1684,5049.0
1685,5049.0
1686,5049.0
1687,5049.0
1688,5049.5
1689,5050.5
1690,5047.5
1691,5050.5
1692,5050.5
1693,5047.5
1694,5049.5
1695,5050.0
1696,5049.5
1697,5049.5
1698,5049.5
1699,5049.5
1700,5048.5
1701,5049.0
1702,5049.5
1703,5048.0
1704,5050.5
1705,5049.5
1706,5050.5
1707,5051.0
1708,5051.0
1709,5049.5
1710,5050.0
1711,5049.5
1712,5048.5
1713,5045.5
1714,5049.0
1715,5048.5
1716,5052.0
1717,5049.5
1718,5052.0
1719,5051.0
1720,5049.5
1721,5048.5
1722,5049.5
1723,5049.5
1724,5052.5
1725,5050.5
1726,5050.5
1727,5050.5
1728,5047.5
1729,5050.5
1730,5050.5
1731,5047.5
1732,5051.5
1733,5051.5
1734,5052.5
1735,5052.0
1736,5054.0
1737,5052.0
1738,5052.0
1739,5051.0
1740,5051.5
1741,5050.5
1742,5052.5
1743,5053.0
1744,5050.5
1745,5052.5
1746,5054.0
1747,5053.0
1748,5052.5
1749,5053.5
1750,5055.0
1751,5054.5
1752,5054.0
1753,5054.5
1754,5054.5
1755,5054.5
1756,5053.5
1757,5054.0
1758,5053.5
1759,5053.5
1760,5053.5
1761,5053.5
1762,5054.5
1763,5054.5
1764,5054.5
1765,5055.5
1766,5054.5
1767,5055.5
1768,5054.5
1769,5055.0
1770,5055.5
1771,5054.5
1772,5054.5
1773,5054.5
1774,5054.5
1775,5053.5
1776,5054.5
1777,5054.5
1778,5056.0
1779,5055.5
1780,5055.5
1781,5057.0
1782,5054.5
1783,5055.0
1784,5054.5
1785,5054.5
1786,5054.5
1787,5054.5
1788,5054.5
1789,5054.5
1790,5055.5
1791,5056.0
1792,5056.5
1793,5055.5
1794,5057.5
1795,5055.5
1796,5057.5
1797,5056.0
1798,5055.5
1799,5056.0
1800,5055.5
1801,5055.0
1802,5057.0
1803,5053.5
1804,5057.5
1805,5054.0
1806,5055.0
1807,5054.5
1808,5054.0
1809,5055.0
1810,5053.5
1811,5054.5
1812,5053.5
1813,5052.5
1814,5052.5
1815,5052.0
1816,5053.0
1817,5053.0
1818,5052.0
1819,5051.5
1820,5051.0
1821,5051.5
1822,5049.5
1823,5049.0
1824,5049.5
1825,5053.5
1826,5050.5
1827,5050.5
1828,5049.5
1829,5052.0
1830,5052.0
1831,5051.5
1832,5051.5
1833,5052.0
1834,5050.5
1835,5052.0
1836,5054.0
1837,5054.5
1838,5051.5
1839,5052.0
1840,5052.5
1841,5053.0
1842,5051.5
1843,5052.5
1844,5051.5
1845,5052.5
1846,5052.5
1847,5052.5
1848,5054.0
1849,5054.0
1850,5051.0
1851,5051.0
1852,5051.5
1853,5054.0
1854,5052.0
1855,5051.5
1856,5051.0
1857,5051.5
1858,5053.5
1859,5050.5
1860,5050.5
1861,5051.0
1862,5051.5
1863,5051.5
1864,5052.0
1865,5051.5
1866,5051.5
1867,5051.5
1868,5052.5
1869,5053.0
1870,5049.5
1871,5053.5
