,STARFRUIT
262,5000.0
263,4996.5
264,4993.5
265,4996.5
266,4996.5
267,4997.0
268,4998.5
269,4994.5
270,4992.0
271,4994.5
272,4993.5
273,4994.5
274,4992.5
275,4995.0
276,4994.5
277,4997.0
278,4995.0
279,4995.5
280,4995.5
281,4993.5
282,4996.0
283,4994.5
284,4995.0
285,4994.5
286,4994.5
287,4994.0
288,4995.5
289,4992.5
290,4993.0
291,4993.5
292,4996.5
293,4994.5
294,4994.5
295,4994.5
296,4994.5
297,4994.0
298,4993.5
299,4992.5
300,4993.5
301,4995.0
302,4994.0
303,4997.0
304,4994.0
305,4994.5
306,4995.0
307,4995.0
308,4995.0
309,4991.5
310,4994.5
311,4994.5
312,4992.5
313,4998.0
314,4995.5
315,4995.5
316,4995.0
317,4997.0
318,4994.0
319,4994.0
320,4991.5
321,4993.5
322,4994.0
323,4997.0
324,4994.5
325,4993.5
326,4993.5
327,4996.5
328,4992.0
329,4994.0
330,4995.0
331,4995.0
332,4994.0
333,4990.5
334,4993.5
335,4993.5
336,4993.5
337,4993.0
338,4994.0
339,4996.0
340,4996.0
341,4994.5
342,4994.0
343,4993.5
344,4993.0
345,4994.0
346,4993.5
347,4994.0
348,4993.5
349,4991.5
350,4992.5
351,4995.0
352,4994.5
353,4996.0
354,4996.0
355,4995.5
356,4996.5
357,4993.5
358,4997.0
359,4996.5
360,4996.5
361,4998.5
362,4993.5
363,4995.5
364,4995.5
365,4994.5
366,4996.5
367,4996.0
368,4997.5
369,4995.5
370,4994.5
371,4994.5
372,4995.0
373,4991.5
374,4993.5
375,4994.0
376,4994.0
377,4994.5
378,4994.5
379,4995.0
380,4994.5
381,4994.0
382,4994.0
383,4994.5
384,4994.0
385,4993.5
386,4994.0
387,4995.0
388,4996.0
389,4991.5
390,4994.5
391,4995.5
392,4995.5
393,4995.0
394,4996.5
395,4998.5
396,4995.5
397,4995.0
398,4992.0
399,4995.5
400,4995.5
401,4995.0
402,4998.0
403,4993.0
404,4996.0
405,4995.5
406,4996.0
407,4997.5
408,4994.5
409,4991.5
410,4997.0
411,4996.0
412,4995.0
413,4994.0
414,4993.0
415,4992.0
416,4993.5
417,4993.5
418,4992.5
419,4991.5
420,4993.5
421,4994.0
422,4993.5
423,4992.5
424,4993.0
425,4992.5
426,4992.5
427,4994.0
428,4992.0
429,4991.0
430,4993.0
431,4991.5
432,4993.0
433,4992.5
434,4992.5
435,4993.0
436,4993.0
437,4996.0
438,4994.0
439,4993.5
440,4993.0
441,4994.0
442,4994.5
443,4993.5
444,4993.5
445,4992.5
446,4992.5
447,4995.5
448,4995.0
449,4992.0
450,4988.5
451,4991.5
452,4991.5
453,4991.5
454,4991.5
455,4993.5
456,4990.5
457,4989.5
458,4989.5
459,4988.5
460,4988.5
461,4989.0
462,4990.0
463,4990.0
464,4989.5
465,4989.5
466,4989.5
467,4990.0
468,4987.5
469,4990.0
470,4990.0
471,4989.5
472,4992.5
473,4991.0
474,4987.5
475,4993.5
476,4993.0
477,4990.0
478,4991.5
479,4991.0
480,4990.5
481,4993.0
482,4990.5
483,4991.5
484,4991.5
485,4992.5
486,4991.5
487,4988.5
488,4991.5
489,4991.0
490,4991.0
491,4992.0
492,4991.5
493,4991.0
494,4987.5
495,4993.5
496,4989.5
497,4991.0
498,4990.5
499,4988.5
500,4989.0
501,4989.5
502,4989.0
503,4990.0
504,4989.0
505,4989.0
506,4988.5
507,4989.0
508,4989.5
509,4986.5
510,4990.0
511,4988.5
512,4989.0
513,4991.0
514,4988.0
515,4988.5
516,4987.5
517,4988.0
518,4987.5
519,4989.0
520,4989.0
521,4991.0
522,4988.0
523,4989.5
524,4988.5
525,4987.5
526,4987.5
527,4988.5
528,4988.5
529,4986.5
530,4987.5
531,4987.5
532,4987.5
533,4986.5
534,4986.5
535,4990.5
536,4988.0
537,4988.5
538,4986.5
539,4989.0
540,4988.5
541,4989.5
542,4989.5
543,4989.0
544,4988.5
545,4989.0
546,4985.5
547,4990.5
548,4988.0
549,4988.0
550,4984.5
551,4988.0
552,4987.0
553,4987.5
554,4988.5
555,4987.5
556,4984.5
557,4987.5
558,4987.5
559,4987.0
560,4986.5
561,4986.5
562,4985.5
563,4986.0
564,4986.0
565,4986.0
566,4985.0
567,4986.0
568,4984.5
569,4986.0
570,4986.0
571,4984.0
572,4984.5
573,4985.5
574,4990.5
575,4988.0
576,4987.0
577,4988.0
578,4987.5
579,4987.0
580,4989.5
581,4985.5
582,4985.5
583,4986.5
584,4986.5
585,4987.0
586,4986.5
587,4986.5
588,4985.5
589,4987.0
590,4987.5
591,4986.0
592,4987.5
593,4986.5
594,4986.0
595,4985.5
596,4986.5
597,4986.0
598,4984.0
599,4986.0
600,4988.0
601,4988.0
602,4985.0
603,4986.0
604,4986.0
605,4984.5
606,4983.5
607,4987.0
608,4986.5
609,4986.0
610,4985.5
611,4988.5
612,4986.0
613,4984.5
614,4984.5
615,4985.5
616,4985.5
617,4984.5
618,4987.0
619,4985.0
620,4985.0
621,4985.5
622,4984.5
623,4984.5
624,4985.5
625,4986.0
626,4987.5
627,4987.0
628,4986.5
629,4986.5
630,4983.5
631,4986.5
632,4987.0
633,4987.5
634,4987.0
635,4986.5
636,4986.0
637,4985.5
638,4986.0
639,4985.5
640,4985.0
641,4984.5
642,4985.5
643,4985.5
644,4985.5
645,4986.0
646,4985.5
647,4986.0
648,4986.0
649,4984.5
650,4985.5
651,4986.5
652,4986.0
653,4988.0
654,4986.5
655,4986.0
656,4986.0
657,4984.5
658,4986.0
659,4985.5
660,4986.0
661,4985.5
662,4982.5
663,4986.5
664,4986.5
665,4985.5
666,4986.0
667,4986.5
668,4987.0
669,4985.5
670,4988.0
671,4987.0
672,4989.5
673,4987.5
674,4986.5
675,4986.5
676,4986.5
677,4989.0
678,4985.5
679,4987.0
680,4986.5
681,4987.0
682,4989.5
683,4983.5
684,4986.5
685,4987.0
686,4984.5
687,4987.0
688,4987.0
689,4990.5
690,4987.5
691,4988.0
692,4987.5
693,4991.0
694,4991.5
695,4988.5
696,4988.5
697,4987.5
698,4990.5
699,4987.5
700,4988.0
701,4987.5
702,4990.0
703,4988.5
704,4984.5
705,4988.0
706,4987.5
707,4986.5
708,4986.5
709,4986.5
710,4986.5
711,4986.5
712,4988.0
713,4987.0
714,4987.5
715,4988.0
716,4987.5
717,4987.5
718,4989.5
719,4984.5
720,4986.5
721,4989.0
722,4987.5
723,4987.5
724,4988.0
725,4988.0
726,4987.5
727,4988.5
728,4988.0
729,4986.5
730,4987.5
731,4987.5
732,4987.0
733,4987.0
734,4986.5
735,4986.5
736,4985.5
737,4985.5
738,4987.0
739,4984.5
740,4985.5
741,4985.5
742,4987.0
743,4984.5
744,4985.5
745,4983.5
746,4984.0
747,4984.5
748,4985.5
749,4985.5
750,4984.5
751,4985.0
752,4985.0
753,4986.0
754,4987.0
755,4985.5
756,4988.5
757,4986.0
758,4986.0
759,4985.0
760,4986.5
761,4986.0
762,4985.5
763,4986.5
764,4985.5
765,4986.5
766,4984.5
767,4984.5
768,4985.5
769,4986.5
770,4986.5
771,4987.0
772,4986.0
773,4986.5
774,4985.5
775,4987.5
776,4988.0
777,4986.5
778,4984.5
779,4986.5
780,4987.0
781,4989.5
782,4987.5
783,4988.0
784,4988.0
785,4987.0
786,4983.5
787,4986.5
788,4986.5
789,4987.0
790,4986.5
791,4987.0
792,4985.5
793,4985.5
794,4985.5
795,4985.5
796,4985.0
797,4985.0
798,4982.5
799,4984.5
800,4983.5
801,4986.5
802,4983.5
803,4984.0
804,4982.5
805,4983.5
806,4984.5
807,4984.5
808,4985.0
809,4981.5
810,4984.0
811,4984.0
812,4984.0
813,4986.5
814,4984.0
815,4984.5
816,4983.5
817,4985.0
818,4983.5
819,4983.0
820,4983.5
821,4984.5
822,4987.5
823,4985.0
824,4982.5
825,4984.5
826,4983.5
827,4983.5
828,4984.0
829,4983.5
830,4984.0
831,4985.5
832,4985.0
833,4985.5
834,4988.0
835,4985.5
836,4985.0
837,4985.5
838,4986.0
839,4988.5
840,4984.5
841,4986.0
842,4987.5
843,4985.5
844,4985.5
845,4985.5
846,4986.0
847,4988.5
848,4986.0
849,4985.5
850,4985.5
851,4984.5
852,4984.5
853,4986.0
854,4986.0
855,4985.5
856,4985.5
857,4985.5
858,4986.5
859,4986.0
860,4986.0
861,4985.5
862,4985.5
863,4982.5
864,4986.0
865,4987.0
866,4985.5
867,4985.5
868,4986.5
869,4985.5
870,4985.5
871,4984.5
872,4985.5
873,4985.5
874,4985.5
875,4985.5
876,4985.0
877,4985.5
878,4986.5
879,4988.0
880,4986.5
881,4987.5
882,4988.0
883,4990.0
884,4991.0
885,4988.5
886,4985.5
887,4987.5
888,4985.5
889,4990.0
890,4987.0
891,4984.5
892,4987.0
893,4987.5
894,4990.0
895,4987.5
896,4987.5
897,4986.5
898,4987.0
899,4987.5
900,4988.0
901,4986.5
902,4985.5
903,4984.5
904,4983.0
905,4987.0
906,4989.5
907,4987.5
908,4985.5
909,4987.5
910,4987.5
911,4987.5
912,4988.5
913,4989.5
914,4989.5
915,4990.5
916,4989.0
917,4990.0
918,4989.5
919,4990.0
920,4988.5
921,4989.5
922,4989.0
923,4990.0
924,4988.5
925,4989.5
926,4986.5
927,4989.5
928,4989.5
929,4988.5
930,4987.5
931,4991.0
932,4987.5
933,4989.0
934,4988.5
935,4989.5
936,4988.5
937,4988.5
938,4987.5
939,4988.5
940,4988.5
941,4992.0
942,4989.5
943,4988.5
944,4985.5
945,4985.5
946,4991.0
947,4989.5
948,4989.0
949,4990.0
950,4988.5
951,4987.5
952,4988.5
953,4990.0
954,4989.5
955,4988.5
956,4991.5
957,4989.0
958,4989.5
959,4988.5
960,4988.5
961,4989.5
962,4989.5
963,4989.5
964,4989.0
965,4990.0
966,4989.5
967,4990.0
968,4992.0
969,4988.5
970,4986.5
971,4990.0
972,4989.5
973,4989.5
974,4990.0
975,4992.0
976,4991.5
977,4991.0
978,4991.5
979,4991.5
980,4991.5
981,4994.0
982,4990.5
983,4988.5
984,4987.5
985,4993.0
986,4991.0
987,4990.5
988,4991.0
989,4992.0
990,4990.0
991,4989.5
992,4993.5
993,4988.5
994,4991.5
995,4994.0
996,4991.5
997,4990.5
998,4990.0
999,4990.5
1000,4990.5
1001,4990.0
1002,4989.5
1003,4989.0
1004,4992.0
1005,4989.5
1006,4989.0
1007,4989.5
1008,4989.5
1009,4990.5
1010,4990.0
1011,4990.0
1012,4990.0
1013,4990.0
1014,4990.0
1015,4988.5
1016,4989.5
1017,4988.5
1018,4988.5
1019,4988.0
1020,4988.0
1021,4986.5
1022,4988.0
1023,4988.5
1024,4984.5
1025,4990.5
1026,4988.0
1027,4988.5
1028,4987.5
1029,4986.5
1030,4987.0
1031,4987.5
1032,4987.5
1033,4989.0
1034,4986.5
1035,4988.0
1036,4990.5
1037,4988.0
1038,4987.0
1039,4987.5
1040,4986.5
1041,4984.0
1042,4987.5
1043,4987.0
1044,4990.0
1045,4988.0
1046,4988.0
1047,4988.0
1048,4989.0
1049,4990.5
1050,4988.5
1051,4989.0
1052,4985.5
1053,4989.0
1054,4987.5
1055,4989.5
1056,4988.5
1057,4989.5
1058,4987.5
1059,4988.5
1060,4987.5
1061,4988.0
1062,4988.0
1063,4987.5
1064,4987.0
1065,4986.5
1066,4987.0
1067,4985.0
1068,4986.5
1069,4983.5
1070,4986.5
1071,4989.0
1072,4986.5
1073,4985.5
1074,4986.5
1075,4986.5
1076,4986.5
1077,4988.5
1078,4989.5
1079,4986.0
1080,4985.5
1081,4982.5
1082,4985.0
1083,4985.5
1084,4988.0
1085,4983.5
1086,4983.0
1087,4985.5
1088,4984.5
1089,4985.5
1090,4984.5
1091,4987.5
1092,4986.0
1093,4985.5
1094,4988.5
1095,4986.0
1096,4986.5
1097,4986.5
1098,4986.0
1099,4985.5
1100,4986.0
1101,4988.0
1102,4986.5
1103,4986.0
1104,4986.5
1105,4986.0
1106,4985.5
1107,4985.5
1108,4984.5
1109,4984.5
1110,4984.5
1111,4984.5
1112,4983.5
1113,4987.5
1114,4985.5
1115,4984.5
1116,4983.0
1117,4984.5
1118,4984.5
1119,4984.5
1120,4985.5
1121,4984.5
1122,4985.0
1123,4984.0
1124,4986.5
1125,4980.5
1126,4982.5
1127,4983.0
1128,4984.5
1129,4981.5
1130,4983.0
1131,4986.0
1132,4983.5
1133,4982.5
1134,4982.0
1135,4983.0
1136,4978.5
1137,4980.5
1138,4981.0
1139,4982.5
1140,4981.5
1141,4984.0
1142,4981.5
1143,4978.5
1144,4980.5
1145,4981.0
1146,4981.5
1147,4983.0
1148,4982.5
1149,4982.5
1150,4983.0
1151,4982.5
1152,4983.5
1153,4983.5
1154,4984.0
1155,4983.0
1156,4980.0
1157,4981.5
1158,4984.5
1159,4982.0
1160,4981.5
1161,4982.0
1162,4982.0
1163,4982.5
1164,4980.5
1165,4981.0
1166,4979.5
1167,4984.0
1168,4981.5
1169,4980.0
1170,4981.0
1171,4981.5
1172,4981.5
1173,4980.5
1174,4981.0
1175,4982.0
1176,4981.5
1177,4984.5
1178,4979.5
1179,4980.5
1180,4980.0
1181,4979.5
1182,4981.0
1183,4978.0
1184,4979.0
1185,4977.5
1186,4978.5
1187,4978.5
1188,4978.5
1189,4978.5
1190,4977.5
1191,4977.5
1192,4978.0
1193,4977.5
1194,4977.5
1195,4976.5
1196,4977.0
1197,4977.0
1198,4977.0
1199,4976.5
1200,4975.5
1201,4976.0
1202,4976.5
1203,4976.0
1204,4976.0
1205,4975.5
1206,4975.5
1207,4976.0
1208,4978.5
1209,4975.0
1210,4976.0
1211,4977.0
1212,4977.0
1213,4977.5
1214,4977.0
1215,4978.0
1216,4978.0
1217,4977.5
1218,4976.5
1219,4977.5
1220,4974.5
1221,4976.5
1222,4978.0
1223,4977.0
1224,4975.5
1225,4975.5
1226,4977.0
1227,4976.5
1228,4976.5
1229,4975.5
1230,4976.5
1231,4973.5
1232,4979.0
1233,4979.0
1234,4976.5
1235,4977.0
1236,4976.5
1237,4975.5
1238,4975.0
1239,4977.5
1240,4977.5
1241,4974.5
1242,4976.0
1243,4975.5
1244,4974.5
1245,4974.0
1246,4971.5
1247,4973.5
1248,4973.0
1249,4972.5
1250,4973.0
1251,4973.0
1252,4972.0
1253,4972.5
1254,4971.5
1255,4973.0
1256,4971.5
1257,4972.0
1258,4972.0
1259,4972.0
1260,4972.5
1261,4972.5
1262,4970.0
1263,4972.0
1264,4972.0
1265,4972.5
1266,4971.5
1267,4972.5
1268,4972.5
1269,4973.0
1270,4973.5
1271,4973.5
1272,4973.5
1273,4973.0
1274,4973.0
1275,4971.5
1276,4969.5
1277,4970.5
1278,4971.0
1279,4972.5
1280,4972.0
1281,4973.0
1282,4971.5
1283,4970.5
1284,4968.5
1285,4971.5
1286,4972.0
1287,4971.5
1288,4975.5
1289,4975.0
1290,4974.0
1291,4972.5
1292,4972.5
1293,4972.0
1294,4972.5
1295,4973.0
1296,4971.5
1297,4973.0
1298,4974.0
1299,4973.5
1300,4973.0
1301,4973.5
1302,4973.0
1303,4973.5
1304,4970.5
1305,4972.5
1306,4974.5
1307,4972.5
1308,4971.0
1309,4972.0
1310,4970.5
1311,4968.5
1312,4972.5
1313,4972.0
1314,4972.5
1315,4972.0
1316,4970.5
1317,4971.0
1318,4971.5
1319,4971.5
1320,4971.5
1321,4968.5
1322,4971.0
1323,4973.0
1324,4972.5
1325,4971.5
1326,4970.5
1327,4967.5
1328,4971.0
1329,4971.5
1330,4972.0
1331,4972.0
1332,4971.5
1333,4970.5
1334,4971.5
1335,4971.5
1336,4971.0
1337,4970.5
1338,4970.5
1339,4971.0
1340,4971.5
1341,4974.0
1342,4968.5
1343,4973.5
1344,4970.5
1345,4970.5
1346,4970.5
1347,4971.0
1348,4970.0
1349,4971.0
1350,4970.5
1351,4970.5
1352,4970.5
1353,4966.5
1354,4970.5
1355,4970.5
1356,4970.5
1357,4969.5
1358,4970.5
1359,4971.0
1360,4970.0
1361,4970.5
1362,4970.5
1363,4972.0
1364,4972.0
1365,4971.5
1366,4970.5
1367,4970.5
1368,4970.0
1369,4972.0
1370,4971.0
1371,4970.5
1372,4970.5
1373,4974.0
1374,4972.0
1375,4974.5
1376,4971.5
1377,4971.0
1378,4971.0
1379,4970.5
1380,4970.0
1381,4970.5
1382,4970.5
1383,4973.5
1384,4970.0
1385,4969.0
1386,4969.0
1387,4968.5
1388,4972.5
1389,4970.5
1390,4973.5
1391,4970.0
1392,4968.5
1393,4969.5
1394,4970.0
1395,4972.5
1396,4969.5
1397,4969.5
1398,4969.5
1399,4968.5
1400,4968.5
1401,4969.0
1402,4969.0
1403,4969.0
1404,4968.5
1405,4968.5
1406,4969.0
1407,4972.0
1408,4969.5
1409,4968.5
1410,4969.0
1411,4967.0
1412,4967.5
1413,4967.5
1414,4970.0
1415,4965.5
1416,4967.0
1417,4969.0
1418,4967.0
1419,4966.5
1420,4967.0
1421,4966.5
1422,4968.0
1423,4966.0
1424,4967.0
1425,4966.5
1426,4965.5
1427,4965.5
1428,4969.0
1429,4967.0
1430,4965.5
1431,4966.5
1432,4966.5
1433,4963.5
1434,4967.5
1435,4967.0
1436,4964.5
1437,4966.5
1438,4966.0
1439,4969.5
1440,4966.5
1441,4965.0
1442,4966.0
1443,4964.5
1444,4966.0
1445,4964.5
1446,4966.5
1447,4965.5
1448,4965.5
1449,4966.5
1450,4967.0
1451,4967.0
1452,4966.0
1453,4965.5
1454,4965.0
1455,4966.5
1456,4966.0
1457,4966.0
1458,4968.0
1459,4968.5
1460,4968.0
1461,4965.5
1462,4964.5
1463,4966.5
1464,4964.5
1465,4966.0
1466,4964.5
1467,4964.5
1468,4968.5
1469,4963.5
1470,4965.5
1471,4963.0
1472,4966.0
1473,4965.5
1474,4965.5
1475,4966.0
1476,4965.5
1477,4965.5
1478,4967.5
1479,4965.0
1480,4965.0
1481,4962.5
1482,4968.0
1483,4961.5
1484,4966.0
1485,4967.0
1486,4965.0
1487,4965.0
1488,4964.5
1489,4965.0
1490,4961.5
1491,4964.5
1492,4964.0
1493,4964.0
1494,4961.5
1495,4962.5
1496,4960.5
1497,4962.5
1498,4963.0
1499,4961.5
1500,4961.5
1501,4962.0
1502,4962.5
1503,4961.5
1504,4962.5
1505,4964.5
1506,4961.5
1507,4963.0
1508,4963.5
1509,4962.5
1510,4963.0
1511,4963.0
1512,4962.0
1513,4960.0
1514,4959.5
1515,4961.5
1516,4964.0
1517,4963.0
1518,4963.0
1519,4963.0
1520,4965.5
1521,4963.0
1522,4962.0
1523,4962.0
1524,4960.5
1525,4963.5
1526,4964.0
1527,4966.0
1528,4966.0
1529,4963.5
1530,4964.0
1531,4965.0
1532,4964.0
1533,4964.5
1534,4961.5
1535,4964.0
1536,4964.5
1537,4963.5
1538,4967.5
1539,4964.5
1540,4962.5
1541,4965.5
1542,4964.5
1543,4966.5
1544,4965.5
1545,4968.5
1546,4966.0
1547,4964.5
1548,4964.5
1549,4967.0
1550,4966.0
1551,4966.0
1552,4965.5
1553,4966.0
1554,4966.5
1555,4966.5
1556,4966.0
1557,4966.5
1558,4967.0
1559,4967.5
1560,4966.5
1561,4968.0
1562,4963.5
1563,4965.5
1564,4967.0
1565,4964.5
1566,4965.5
1567,4966.0
1568,4966.5
1569,4966.0
1570,4966.0
1571,4967.0
1572,4967.0
1573,4966.5
1574,4967.0
1575,4967.5
1576,4970.5
1577,4968.5
1578,4969.0
1579,4965.5
1580,4967.5
1581,4969.0
1582,4968.5
1583,4969.0
1584,4966.5
1585,4967.5
1586,4967.5
1587,4968.5
1588,4968.0
1589,4967.5
1590,4968.0
1591,4968.0
1592,4967.5
1593,4968.0
1594,4967.5
1595,4967.0
1596,4965.5
1597,4966.5
1598,4967.0
1599,4967.0
1600,4967.0
1601,4967.0
1602,4966.5
1603,4969.5
1604,4967.0
1605,4966.0
1606,4967.0
1607,4964.0
1608,4965.5
1609,4965.5
1610,4965.5
1611,4966.0
1612,4963.5
1613,4965.5
1614,4966.0
1615,4964.5
1616,4966.0
1617,4967.5
1618,4964.5
1619,4966.0
1620,4964.5
1621,4965.5
1622,4965.5
1623,4965.0
1624,4965.0
1625,4965.5
1626,4965.0
1627,4965.0
1628,4964.5
1629,4965.5
1630,4965.5
1631,4964.5
1632,4968.5
1633,4969.5
1634,4968.0
1635,4966.5
1636,4964.5
1637,4966.5
1638,4966.0
1639,4966.5
1640,4967.0
1641,4966.0
1642,4966.5
1643,4965.5
1644,4966.5
1645,4964.5
1646,4966.0
1647,4966.0
1648,4966.0
1649,4966.5
1650,4966.5
1651,4966.5
1652,4967.0
1653,4967.0
1654,4966.5
1655,4965.0
1656,4965.5
1657,4964.5
1658,4966.0
1659,4965.5
1660,4967.0
1661,4965.5
1662,4964.5
1663,4966.0
1664,4966.0
1665,4966.0
1666,4963.0
1667,4966.0
1668,4966.0
1669,4966.0
1670,4965.0
1671,4961.5
1672,4965.0
1673,4964.5
1674,4964.0
1675,4964.0
1676,4963.5
1677,4964.0
1678,4966.5
1679,4964.0
1680,4962.5
1681,4963.0
1682,4963.5
1683,4961.5
1684,4962.5
1685,4962.0
1686,4962.0
1687,4961.5
1688,4962.0
1689,4961.5
1690,4961.5
1691,4961.5
1692,4960.5
1693,4960.5
1694,4962.5
1695,4965.0
1696,4966.5
1697,4962.5
1698,4963.0
1699,4966.0
1700,4964.5
1701,4963.5
1702,4964.0
1703,4964.0
1704,4966.5
1705,4964.0
1706,4963.5
1707,4963.5
1708,4963.5
1709,4961.5
1710,4962.5
1711,4961.0
1712,4962.5
1713,4965.5
1714,4963.0
1715,4963.0
1716,4962.5
1717,4961.5
1718,4962.0
1719,4962.0
1720,4962.0
1721,4962.5
1722,4962.0
1723,4962.0
1724,4962.5
1725,4962.0
1726,4962.0
1727,4962.0
1728,4962.5
1729,4962.5
1730,4964.5
1731,4962.5
1732,4961.5
1733,4961.5
1734,4962.0
1735,4962.5
1736,4965.5
1737,4962.5
1738,4963.0
1739,4962.5
1740,4961.5
1741,4963.5
1742,4962.0
1743,4961.5
1744,4958.5
1745,4960.5
1746,4961.0
1747,4962.0
1748,4960.5
1749,4959.0
1750,4961.0
1751,4960.5
1752,4960.5
1753,4961.0
1754,4961.0
1755,4960.5
1756,4963.5
1757,4960.0
1758,4962.0
1759,4961.5
1760,4960.0
1761,4963.5
1762,4960.5
1763,4960.0
1764,4960.0
1765,4960.5
1766,4960.5
1767,4959.5
1768,4960.5
1769,4958.0
1770,4959.5
1771,4959.5
1772,4960.5
1773,4958.0
1774,4961.0
1775,4959.5
1776,4960.5
1777,4960.5
1778,4959.5
1779,4959.5
1780,4959.0
1781,4961.0
1782,4962.5
1783,4959.5
1784,4958.5
1785,4958.5
1786,4959.5
1787,4956.5
1788,4957.0
1789,4959.5
1790,4960.0
1791,4960.5
1792,4961.0
1793,4961.5
1794,4962.0
1795,4964.5
1796,4958.5
1797,4960.5
1798,4960.0
1799,4959.0
1800,4956.5
1801,4959.5
1802,4959.5
1803,4962.0
1804,4959.5
1805,4959.0
1806,4956.5
1807,4958.5
1808,4959.0
1809,4959.0
1810,4959.5
1811,4960.0
1812,4962.5
1813,4960.0
1814,4956.5
1815,4960.0
1816,4959.0
1817,4960.0
1818,4958.5
1819,4959.5
1820,4959.5
1821,4959.5
1822,4959.0
1823,4959.5
1824,4957.0
1825,4961.0
1826,4960.5
1827,4960.0
1828,4959.5
1829,4960.5
1830,4959.0
1831,4960.5
1832,4960.5
1833,4962.5
1834,4960.0
1835,4960.0
1836,4960.0
1837,4959.5
1838,4958.5
1839,4959.5
1840,4962.0
1841,4958.5
1842,4957.5
1843,4956.5
1844,4958.0
1845,4957.5
1846,4958.0
1847,4958.0
1848,4959.0
1849,4958.5
1850,4958.5
1851,4958.0
1852,4957.0
1853,4957.5
1854,4958.0
1855,4959.0
1856,4958.5
1857,4957.5
1858,4958.5
1859,4957.5
1860,4957.5
1861,4959.0
1862,4959.0
1863,4957.5
1864,4958.5
1865,4957.5
1866,4959.0
1867,4958.5
1868,4958.0
1869,4958.0
1870,4957.5
1871,4957.0
